"ID","EntityType","Amount of Goods","Amount of Containers","Status","Amount of Handling Units","Weight","Departure Date","timestamp","ENTITY_ID",":LABEL","id:ID"
"(cr585,2023-10-04 11:35:55+00:00)","Container","","","full","5.0","1050.0","","2023-10-04 11:35:55+00:00","cr585","SNAPSHOT","54476"
"(cr586,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr586","SNAPSHOT","54477"
"(cr586,2023-10-04 11:03:46+00:00)","Container","","","full","6.0","","","2023-10-04 11:03:46+00:00","cr586","SNAPSHOT","54478"
"(cr586,2023-10-04 11:17:20+00:00)","Container","","","full","6.0","1100.0","","2023-10-04 11:17:20+00:00","cr586","SNAPSHOT","54479"
"(cr587,1970-01-01 00:00:00+00:00)","Container","","","empty","1.0","","","1970-01-01 00:00:00+00:00","cr587","SNAPSHOT","54480"
"(cr587,2023-10-04 14:19:04+00:00)","Container","","","full","1.0","","","2023-10-04 14:19:04+00:00","cr587","SNAPSHOT","54481"
"(cr587,2023-10-04 14:36:24+00:00)","Container","","","full","1.0","200.0","","2023-10-04 14:36:24+00:00","cr587","SNAPSHOT","54482"
"(cr588,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr588","SNAPSHOT","54483"
"(cr588,2023-10-02 14:14:27+00:00)","Container","","","full","6.0","","","2023-10-02 14:14:27+00:00","cr588","SNAPSHOT","54484"
"(cr588,2023-10-02 14:35:46+00:00)","Container","","","full","6.0","1140.0","","2023-10-02 14:35:46+00:00","cr588","SNAPSHOT","54485"
"(cr589,1970-01-01 00:00:00+00:00)","Container","","","empty","2.0","","","1970-01-01 00:00:00+00:00","cr589","SNAPSHOT","54486"
"(cr589,2023-10-03 07:17:10+00:00)","Container","","","full","2.0","","","2023-10-03 07:17:10+00:00","cr589","SNAPSHOT","54487"
"(cr589,2023-10-03 07:57:42+00:00)","Container","","","full","2.0","380.0","","2023-10-03 07:57:42+00:00","cr589","SNAPSHOT","54488"
"(cr59,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr59","SNAPSHOT","54489"
"(cr59,2023-06-13 12:44:27+00:00)","Container","","","full","6.0","","","2023-06-13 12:44:27+00:00","cr59","SNAPSHOT","54490"
"(cr59,2023-06-13 14:13:04+00:00)","Container","","","full","6.0","1230.0","","2023-06-13 14:13:04+00:00","cr59","SNAPSHOT","54491"
"(cr590,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr590","SNAPSHOT","54492"
"(cr590,2023-10-10 13:05:15+00:00)","Container","","","full","6.0","","","2023-10-10 13:05:15+00:00","cr590","SNAPSHOT","54493"
"(cr590,2023-10-10 13:46:20+00:00)","Container","","","full","6.0","1120.0","","2023-10-10 13:46:20+00:00","cr590","SNAPSHOT","54494"
"(cr591,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr591","SNAPSHOT","54495"
"(cr591,2023-10-12 12:12:11+00:00)","Container","","","full","6.0","","","2023-10-12 12:12:11+00:00","cr591","SNAPSHOT","54496"
"(cr591,2023-10-12 12:22:42+00:00)","Container","","","full","6.0","1190.0","","2023-10-12 12:22:42+00:00","cr591","SNAPSHOT","54497"
"(cr592,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr592","SNAPSHOT","54498"
"(cr592,2023-10-16 08:51:26+00:00)","Container","","","full","6.0","","","2023-10-16 08:51:26+00:00","cr592","SNAPSHOT","54499"
"(cr592,2023-10-16 11:28:27+00:00)","Container","","","full","6.0","1190.0","","2023-10-16 11:28:27+00:00","cr592","SNAPSHOT","54500"
"(cr593,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr593","SNAPSHOT","54501"
"(cr593,2023-10-10 07:59:37+00:00)","Container","","","full","6.0","","","2023-10-10 07:59:37+00:00","cr593","SNAPSHOT","54502"
"(cr593,2023-10-10 09:44:37+00:00)","Container","","","full","6.0","1140.0","","2023-10-10 09:44:37+00:00","cr593","SNAPSHOT","54503"
"(cr594,1970-01-01 00:00:00+00:00)","Container","","","empty","1.0","","","1970-01-01 00:00:00+00:00","cr594","SNAPSHOT","54504"
"(cr594,2023-10-09 11:02:20+00:00)","Container","","","full","1.0","","","2023-10-09 11:02:20+00:00","cr594","SNAPSHOT","54505"
"(cr594,2023-10-09 13:07:08+00:00)","Container","","","full","1.0","200.0","","2023-10-09 13:07:08+00:00","cr594","SNAPSHOT","54506"
"(cr595,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr595","SNAPSHOT","54507"
"(cr595,2023-10-04 08:49:32+00:00)","Container","","","full","6.0","","","2023-10-04 08:49:32+00:00","cr595","SNAPSHOT","54508"
"(cr595,2023-10-04 10:00:01+00:00)","Container","","","full","6.0","1120.0","","2023-10-04 10:00:01+00:00","cr595","SNAPSHOT","54509"
"(cr596,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr596","SNAPSHOT","54510"
"(cr596,2023-10-13 11:22:21+00:00)","Container","","","full","6.0","","","2023-10-13 11:22:21+00:00","cr596","SNAPSHOT","54511"
"(cr596,2023-10-13 11:45:41+00:00)","Container","","","full","6.0","1300.0","","2023-10-13 11:45:41+00:00","cr596","SNAPSHOT","54512"
"(cr597,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr597","SNAPSHOT","54513"
"(cr597,2023-10-03 12:58:48+00:00)","Container","","","full","6.0","","","2023-10-03 12:58:48+00:00","cr597","SNAPSHOT","54514"
"(cr597,2023-10-03 14:40:54+00:00)","Container","","","full","6.0","1140.0","","2023-10-03 14:40:54+00:00","cr597","SNAPSHOT","54515"
"(cr598,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr598","SNAPSHOT","54516"
"(cr598,2023-10-11 13:19:13+00:00)","Container","","","full","6.0","","","2023-10-11 13:19:13+00:00","cr598","SNAPSHOT","54517"
"(cr598,2023-10-11 13:30:46+00:00)","Container","","","full","6.0","1180.0","","2023-10-11 13:30:46+00:00","cr598","SNAPSHOT","54518"
"(cr599,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr599","SNAPSHOT","54519"
"(cr599,2023-10-06 14:02:14+00:00)","Container","","","full","6.0","","","2023-10-06 14:02:14+00:00","cr599","SNAPSHOT","54520"
"(cr599,2023-10-06 14:18:21+00:00)","Container","","","full","6.0","1230.0","","2023-10-06 14:18:21+00:00","cr599","SNAPSHOT","54521"
"(cr6,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr6","SNAPSHOT","54522"
"(cr6,2023-06-02 09:01:51+00:00)","Container","","","full","6.0","","","2023-06-02 09:01:51+00:00","cr6","SNAPSHOT","54523"
"(cr6,2023-06-02 09:19:55+00:00)","Container","","","full","6.0","1140.0","","2023-06-02 09:19:55+00:00","cr6","SNAPSHOT","54524"
"(cr60,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr60","SNAPSHOT","54525"
"(cr60,2023-06-09 12:15:19+00:00)","Container","","","full","6.0","","","2023-06-09 12:15:19+00:00","cr60","SNAPSHOT","54526"
"(cr60,2023-06-09 12:30:25+00:00)","Container","","","full","6.0","1140.0","","2023-06-09 12:30:25+00:00","cr60","SNAPSHOT","54527"
"(cr600,1970-01-01 00:00:00+00:00)","Container","","","empty","5.0","","","1970-01-01 00:00:00+00:00","cr600","SNAPSHOT","54528"
"(cr600,2023-10-09 14:25:06+00:00)","Container","","","full","5.0","","","2023-10-09 14:25:06+00:00","cr600","SNAPSHOT","54529"
"(cr600,2023-10-09 14:41:29+00:00)","Container","","","full","5.0","1010.0","","2023-10-09 14:41:29+00:00","cr600","SNAPSHOT","54530"
"(cr601,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr601","SNAPSHOT","54531"
"(cr601,2023-10-10 09:20:15+00:00)","Container","","","full","6.0","","","2023-10-10 09:20:15+00:00","cr601","SNAPSHOT","54532"
"(cr601,2023-10-10 09:32:35+00:00)","Container","","","full","6.0","1160.0","","2023-10-10 09:32:35+00:00","cr601","SNAPSHOT","54533"
"(cr602,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr602","SNAPSHOT","54534"
"(cr602,2023-10-03 11:27:57+00:00)","Container","","","full","6.0","","","2023-10-03 11:27:57+00:00","cr602","SNAPSHOT","54535"
"(cr602,2023-10-03 12:47:55+00:00)","Container","","","full","6.0","1280.0","","2023-10-03 12:47:55+00:00","cr602","SNAPSHOT","54536"
"(cr603,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr603","SNAPSHOT","54537"
"(cr603,2023-10-09 14:10:28+00:00)","Container","","","full","6.0","","","2023-10-09 14:10:28+00:00","cr603","SNAPSHOT","54538"
"(cr603,2023-10-09 14:25:16+00:00)","Container","","","full","6.0","1160.0","","2023-10-09 14:25:16+00:00","cr603","SNAPSHOT","54539"
"(cr604,1970-01-01 00:00:00+00:00)","Container","","","empty","4.0","","","1970-01-01 00:00:00+00:00","cr604","SNAPSHOT","54540"
"(cr604,2023-10-09 14:16:05+00:00)","Container","","","full","4.0","","","2023-10-09 14:16:05+00:00","cr604","SNAPSHOT","54541"
"(cr604,2023-10-09 14:33:58+00:00)","Container","","","full","4.0","830.0","","2023-10-09 14:33:58+00:00","cr604","SNAPSHOT","54542"
"(cr605,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr605","SNAPSHOT","54543"
"(cr605,2023-10-16 05:26:45+00:00)","Container","","","full","6.0","","","2023-10-16 05:26:45+00:00","cr605","SNAPSHOT","54544"
"(cr605,2023-10-16 07:28:28+00:00)","Container","","","full","6.0","1210.0","","2023-10-16 07:28:28+00:00","cr605","SNAPSHOT","54545"
"(cr606,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr606","SNAPSHOT","54546"
"(cr606,2023-10-17 05:54:24+00:00)","Container","","","full","6.0","","","2023-10-17 05:54:24+00:00","cr606","SNAPSHOT","54547"
"(cr606,2023-10-17 08:06:45+00:00)","Container","","","full","6.0","1160.0","","2023-10-17 08:06:45+00:00","cr606","SNAPSHOT","54548"
"(cr607,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr607","SNAPSHOT","54549"
"(cr607,2023-10-10 09:15:57+00:00)","Container","","","full","6.0","","","2023-10-10 09:15:57+00:00","cr607","SNAPSHOT","54550"
"(cr607,2023-10-10 09:57:44+00:00)","Container","","","full","6.0","1210.0","","2023-10-10 09:57:44+00:00","cr607","SNAPSHOT","54551"
"(cr608,1970-01-01 00:00:00+00:00)","Container","","","empty","1.0","","","1970-01-01 00:00:00+00:00","cr608","SNAPSHOT","54552"
"(cr608,2023-10-10 09:51:46+00:00)","Container","","","full","1.0","","","2023-10-10 09:51:46+00:00","cr608","SNAPSHOT","54553"
"(cr608,2023-10-10 12:33:37+00:00)","Container","","","full","1.0","180.0","","2023-10-10 12:33:37+00:00","cr608","SNAPSHOT","54554"
"(cr609,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr609","SNAPSHOT","54555"
"(cr609,2023-10-05 14:47:46+00:00)","Container","","","full","6.0","","","2023-10-05 14:47:46+00:00","cr609","SNAPSHOT","54556"
"(cr609,2023-10-05 16:56:58+00:00)","Container","","","full","6.0","1140.0","","2023-10-05 16:56:58+00:00","cr609","SNAPSHOT","54557"
"(cr61,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr61","SNAPSHOT","54558"
"(cr61,2023-06-07 07:47:00+00:00)","Container","","","full","6.0","","","2023-06-07 07:47:00+00:00","cr61","SNAPSHOT","54559"
"(cr61,2023-06-07 08:57:32+00:00)","Container","","","full","6.0","1140.0","","2023-06-07 08:57:32+00:00","cr61","SNAPSHOT","54560"
"(cr610,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr610","SNAPSHOT","54561"
"(cr610,2023-10-04 08:22:19+00:00)","Container","","","full","6.0","","","2023-10-04 08:22:19+00:00","cr610","SNAPSHOT","54562"
"(cr610,2023-10-04 08:33:04+00:00)","Container","","","full","6.0","1180.0","","2023-10-04 08:33:04+00:00","cr610","SNAPSHOT","54563"
"(cr611,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr611","SNAPSHOT","54564"
"(cr611,2023-10-06 14:20:11+00:00)","Container","","","full","6.0","","","2023-10-06 14:20:11+00:00","cr611","SNAPSHOT","54565"
"(cr611,2023-10-06 16:36:43+00:00)","Container","","","full","6.0","1120.0","","2023-10-06 16:36:43+00:00","cr611","SNAPSHOT","54566"
"(cr612,1970-01-01 00:00:00+00:00)","Container","","","empty","4.0","","","1970-01-01 00:00:00+00:00","cr612","SNAPSHOT","54567"
"(cr612,2023-10-04 08:40:55+00:00)","Container","","","full","4.0","","","2023-10-04 08:40:55+00:00","cr612","SNAPSHOT","54568"
"(cr612,2023-10-04 08:53:03+00:00)","Container","","","full","4.0","810.0","","2023-10-04 08:53:03+00:00","cr612","SNAPSHOT","54569"
"(cr613,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr613","SNAPSHOT","54570"
"(cr613,2023-10-13 13:34:17+00:00)","Container","","","full","6.0","","","2023-10-13 13:34:17+00:00","cr613","SNAPSHOT","54571"
"(cr613,2023-10-13 13:48:48+00:00)","Container","","","full","6.0","1160.0","","2023-10-13 13:48:48+00:00","cr613","SNAPSHOT","54572"
"(cr614,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr614","SNAPSHOT","54573"
"(cr614,2023-10-04 08:54:14+00:00)","Container","","","full","6.0","","","2023-10-04 08:54:14+00:00","cr614","SNAPSHOT","54574"
"(cr614,2023-10-04 11:29:43+00:00)","Container","","","full","6.0","1200.0","","2023-10-04 11:29:43+00:00","cr614","SNAPSHOT","54575"
"(cr615,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr615","SNAPSHOT","54576"
"(cr615,2023-10-04 08:42:49+00:00)","Container","","","full","6.0","","","2023-10-04 08:42:49+00:00","cr615","SNAPSHOT","54577"
"(cr615,2023-10-04 08:53:33+00:00)","Container","","","full","6.0","1210.0","","2023-10-04 08:53:33+00:00","cr615","SNAPSHOT","54578"
"(cr616,1970-01-01 00:00:00+00:00)","Container","","","empty","3.0","","","1970-01-01 00:00:00+00:00","cr616","SNAPSHOT","54579"
"(cr616,2023-10-10 13:07:09+00:00)","Container","","","full","3.0","","","2023-10-10 13:07:09+00:00","cr616","SNAPSHOT","54580"
"(cr616,2023-10-10 13:20:56+00:00)","Container","","","full","3.0","610.0","","2023-10-10 13:20:56+00:00","cr616","SNAPSHOT","54581"
"(cr617,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr617","SNAPSHOT","54582"
"(cr617,2023-10-09 14:19:01+00:00)","Container","","","full","6.0","","","2023-10-09 14:19:01+00:00","cr617","SNAPSHOT","54583"
"(cr617,2023-10-09 14:35:53+00:00)","Container","","","full","6.0","1120.0","","2023-10-09 14:35:53+00:00","cr617","SNAPSHOT","54584"
"(cr618,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr618","SNAPSHOT","54585"
"(cr618,2023-10-10 09:49:52+00:00)","Container","","","full","6.0","","","2023-10-10 09:49:52+00:00","cr618","SNAPSHOT","54586"
"(cr618,2023-10-10 12:00:08+00:00)","Container","","","full","6.0","1140.0","","2023-10-10 12:00:08+00:00","cr618","SNAPSHOT","54587"
"(cr619,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr619","SNAPSHOT","54588"
"(cr619,2023-10-05 07:53:19+00:00)","Container","","","full","6.0","","","2023-10-05 07:53:19+00:00","cr619","SNAPSHOT","54589"
"(cr619,2023-10-05 09:30:05+00:00)","Container","","","full","6.0","1210.0","","2023-10-05 09:30:05+00:00","cr619","SNAPSHOT","54590"
"(cr62,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr62","SNAPSHOT","54591"
"(cr62,2023-06-14 16:03:20+00:00)","Container","","","full","6.0","","","2023-06-14 16:03:20+00:00","cr62","SNAPSHOT","54592"
"(cr62,2023-06-15 05:18:44+00:00)","Container","","","full","6.0","1140.0","","2023-06-15 05:18:44+00:00","cr62","SNAPSHOT","54593"
"(cr620,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr620","SNAPSHOT","54594"
"(cr620,2023-10-06 16:12:55+00:00)","Container","","","full","6.0","","","2023-10-06 16:12:55+00:00","cr620","SNAPSHOT","54595"
"(cr620,2023-10-09 08:02:50+00:00)","Container","","","full","6.0","1160.0","","2023-10-09 08:02:50+00:00","cr620","SNAPSHOT","54596"
"(cr621,1970-01-01 00:00:00+00:00)","Container","","","empty","2.0","","","1970-01-01 00:00:00+00:00","cr621","SNAPSHOT","54597"
"(cr621,2023-10-09 14:24:31+00:00)","Container","","","full","2.0","","","2023-10-09 14:24:31+00:00","cr621","SNAPSHOT","54598"
"(cr621,2023-10-09 14:39:32+00:00)","Container","","","full","2.0","430.0","","2023-10-09 14:39:32+00:00","cr621","SNAPSHOT","54599"
"(cr622,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr622","SNAPSHOT","54600"
"(cr622,2023-10-05 07:24:50+00:00)","Container","","","full","6.0","","","2023-10-05 07:24:50+00:00","cr622","SNAPSHOT","54601"
"(cr622,2023-10-05 07:35:50+00:00)","Container","","","full","6.0","1170.0","","2023-10-05 07:35:50+00:00","cr622","SNAPSHOT","54602"
"(cr623,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr623","SNAPSHOT","54603"
"(cr623,2023-10-10 09:00:27+00:00)","Container","","","full","6.0","","","2023-10-10 09:00:27+00:00","cr623","SNAPSHOT","54604"
"(cr623,2023-10-10 09:44:32+00:00)","Container","","","full","6.0","1100.0","","2023-10-10 09:44:32+00:00","cr623","SNAPSHOT","54605"
"(cr624,1970-01-01 00:00:00+00:00)","Container","","","empty","2.0","","","1970-01-01 00:00:00+00:00","cr624","SNAPSHOT","54606"
"(cr624,2023-10-16 08:24:04+00:00)","Container","","","full","2.0","","","2023-10-16 08:24:04+00:00","cr624","SNAPSHOT","54607"
"(cr624,2023-10-16 08:35:38+00:00)","Container","","","full","2.0","450.0","","2023-10-16 08:35:38+00:00","cr624","SNAPSHOT","54608"
"(cr625,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr625","SNAPSHOT","54609"
"(cr625,2023-10-10 09:21:29+00:00)","Container","","","full","6.0","","","2023-10-10 09:21:29+00:00","cr625","SNAPSHOT","54610"
"(cr625,2023-10-10 11:24:55+00:00)","Container","","","full","6.0","1210.0","","2023-10-10 11:24:55+00:00","cr625","SNAPSHOT","54611"
"(cr626,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr626","SNAPSHOT","54612"
"(cr626,2023-10-09 13:00:27+00:00)","Container","","","full","6.0","","","2023-10-09 13:00:27+00:00","cr626","SNAPSHOT","54613"
"(cr626,2023-10-09 13:26:29+00:00)","Container","","","full","6.0","1230.0","","2023-10-09 13:26:29+00:00","cr626","SNAPSHOT","54614"
"(cr627,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr627","SNAPSHOT","54615"
"(cr627,2023-10-09 05:24:51+00:00)","Container","","","full","6.0","","","2023-10-09 05:24:51+00:00","cr627","SNAPSHOT","54616"
"(cr627,2023-10-09 08:06:30+00:00)","Container","","","full","6.0","1210.0","","2023-10-09 08:06:30+00:00","cr627","SNAPSHOT","54617"
"(cr628,1970-01-01 00:00:00+00:00)","Container","","","empty","1.0","","","1970-01-01 00:00:00+00:00","cr628","SNAPSHOT","54618"
"(cr628,2023-10-10 09:06:46+00:00)","Container","","","full","1.0","","","2023-10-10 09:06:46+00:00","cr628","SNAPSHOT","54619"
"(cr628,2023-10-10 09:19:00+00:00)","Container","","","full","1.0","200.0","","2023-10-10 09:19:00+00:00","cr628","SNAPSHOT","54620"
"(cr629,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr629","SNAPSHOT","54621"
"(cr629,2023-10-20 07:16:55+00:00)","Container","","","full","6.0","","","2023-10-20 07:16:55+00:00","cr629","SNAPSHOT","54622"
"(cr629,2023-10-20 07:30:58+00:00)","Container","","","full","6.0","1100.0","","2023-10-20 07:30:58+00:00","cr629","SNAPSHOT","54623"
"(cr63,1970-01-01 00:00:00+00:00)","Container","","","empty","1.0","","","1970-01-01 00:00:00+00:00","cr63","SNAPSHOT","54624"
"(cr63,2023-06-13 16:06:16+00:00)","Container","","","full","1.0","","","2023-06-13 16:06:16+00:00","cr63","SNAPSHOT","54625"
"(cr63,2023-06-14 05:16:53+00:00)","Container","","","full","1.0","180.0","","2023-06-14 05:16:53+00:00","cr63","SNAPSHOT","54626"
"(cr630,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr630","SNAPSHOT","54627"
"(cr630,2023-10-20 14:54:41+00:00)","Container","","","full","6.0","","","2023-10-20 14:54:41+00:00","cr630","SNAPSHOT","54628"
"(cr630,2023-10-23 06:55:49+00:00)","Container","","","full","6.0","1160.0","","2023-10-23 06:55:49+00:00","cr630","SNAPSHOT","54629"
"(cr631,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr631","SNAPSHOT","54630"
"(cr631,2023-10-12 12:26:25+00:00)","Container","","","full","6.0","","","2023-10-12 12:26:25+00:00","cr631","SNAPSHOT","54631"
"(cr631,2023-10-12 12:41:15+00:00)","Container","","","full","6.0","1120.0","","2023-10-12 12:41:15+00:00","cr631","SNAPSHOT","54632"
"(cr632,1970-01-01 00:00:00+00:00)","Container","","","empty","5.0","","","1970-01-01 00:00:00+00:00","cr632","SNAPSHOT","54633"
"(cr632,2023-10-20 13:52:24+00:00)","Container","","","full","5.0","","","2023-10-20 13:52:24+00:00","cr632","SNAPSHOT","54634"
"(cr632,2023-10-20 16:11:50+00:00)","Container","","","full","5.0","980.0","","2023-10-20 16:11:50+00:00","cr632","SNAPSHOT","54635"
"(cr633,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr633","SNAPSHOT","54636"
"(cr633,2023-10-12 05:45:03+00:00)","Container","","","full","6.0","","","2023-10-12 05:45:03+00:00","cr633","SNAPSHOT","54637"
"(cr633,2023-10-12 06:57:30+00:00)","Container","","","full","6.0","1210.0","","2023-10-12 06:57:30+00:00","cr633","SNAPSHOT","54638"
"(cr634,1970-01-01 00:00:00+00:00)","Container","","","empty","3.0","","","1970-01-01 00:00:00+00:00","cr634","SNAPSHOT","54639"
"(cr634,2023-10-17 07:44:10+00:00)","Container","","","full","3.0","","","2023-10-17 07:44:10+00:00","cr634","SNAPSHOT","54640"
"(cr634,2023-10-17 09:09:39+00:00)","Container","","","full","3.0","600.0","","2023-10-17 09:09:39+00:00","cr634","SNAPSHOT","54641"
"(cr635,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr635","SNAPSHOT","54642"
"(cr635,2023-10-17 12:31:31+00:00)","Container","","","full","6.0","","","2023-10-17 12:31:31+00:00","cr635","SNAPSHOT","54643"
"(cr635,2023-10-17 12:43:04+00:00)","Container","","","full","6.0","1280.0","","2023-10-17 12:43:04+00:00","cr635","SNAPSHOT","54644"
"(cr636,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr636","SNAPSHOT","54645"
"(cr636,2023-10-17 12:18:01+00:00)","Container","","","full","6.0","","","2023-10-17 12:18:01+00:00","cr636","SNAPSHOT","54646"
"(cr636,2023-10-17 13:59:36+00:00)","Container","","","full","6.0","1190.0","","2023-10-17 13:59:36+00:00","cr636","SNAPSHOT","54647"
"(cr637,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr637","SNAPSHOT","54648"
"(cr637,2023-10-18 07:17:21+00:00)","Container","","","full","6.0","","","2023-10-18 07:17:21+00:00","cr637","SNAPSHOT","54649"
"(cr637,2023-10-18 08:58:30+00:00)","Container","","","full","6.0","1230.0","","2023-10-18 08:58:30+00:00","cr637","SNAPSHOT","54650"
"(cr638,1970-01-01 00:00:00+00:00)","Container","","","empty","3.0","","","1970-01-01 00:00:00+00:00","cr638","SNAPSHOT","54651"
"(cr638,2023-10-11 13:09:40+00:00)","Container","","","full","3.0","","","2023-10-11 13:09:40+00:00","cr638","SNAPSHOT","54652"
"(cr638,2023-10-11 13:21:08+00:00)","Container","","","full","3.0","580.0","","2023-10-11 13:21:08+00:00","cr638","SNAPSHOT","54653"
"(cr639,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr639","SNAPSHOT","54654"
"(cr639,2023-10-13 11:37:29+00:00)","Container","","","full","6.0","","","2023-10-13 11:37:29+00:00","cr639","SNAPSHOT","54655"
"(cr639,2023-10-13 11:56:48+00:00)","Container","","","full","6.0","1120.0","","2023-10-13 11:56:48+00:00","cr639","SNAPSHOT","54656"
"(cr64,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr64","SNAPSHOT","54657"
"(cr64,2023-06-13 12:41:14+00:00)","Container","","","full","6.0","","","2023-06-13 12:41:14+00:00","cr64","SNAPSHOT","54658"
"(cr64,2023-06-13 12:54:37+00:00)","Container","","","full","6.0","1100.0","","2023-06-13 12:54:37+00:00","cr64","SNAPSHOT","54659"
"(cr640,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr640","SNAPSHOT","54660"
"(cr640,2023-10-13 11:42:33+00:00)","Container","","","full","6.0","","","2023-10-13 11:42:33+00:00","cr640","SNAPSHOT","54661"
"(cr640,2023-10-13 13:20:37+00:00)","Container","","","full","6.0","1100.0","","2023-10-13 13:20:37+00:00","cr640","SNAPSHOT","54662"
"(cr641,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr641","SNAPSHOT","54663"
"(cr641,2023-10-11 13:22:30+00:00)","Container","","","full","6.0","","","2023-10-11 13:22:30+00:00","cr641","SNAPSHOT","54664"
"(cr641,2023-10-11 14:27:35+00:00)","Container","","","full","6.0","1140.0","","2023-10-11 14:27:35+00:00","cr641","SNAPSHOT","54665"
"(cr642,1970-01-01 00:00:00+00:00)","Container","","","empty","6.0","","","1970-01-01 00:00:00+00:00","cr642","SNAPSHOT","54666"
