"ID","EntityType","Amount of Goods","Amount of Containers","Status","Amount of Handling Units","Weight","Departure Date",":LABEL","id:ID"
"hu524","Handling Unit","","","","","","","ENTITY","39112"
"hu532","Handling Unit","","","","","","","ENTITY","39113"
"hu525","Handling Unit","","","","","","","ENTITY","39114"
"hu519","Handling Unit","","","","","","","ENTITY","39115"
"hu523","Handling Unit","","","","","","","ENTITY","39116"
"hu527","Handling Unit","","","","","","","ENTITY","39117"
"hu533","Handling Unit","","","","","","","ENTITY","39118"
"hu538","Handling Unit","","","","","","","ENTITY","39119"
"hu534","Handling Unit","","","","","","","ENTITY","39120"
"hu537","Handling Unit","","","","","","","ENTITY","39121"
"hu535","Handling Unit","","","","","","","ENTITY","39122"
"hu536","Handling Unit","","","","","","","ENTITY","39123"
"hu541","Handling Unit","","","","","","","ENTITY","39124"
"hu539","Handling Unit","","","","","","","ENTITY","39125"
"hu542","Handling Unit","","","","","","","ENTITY","39126"
"hu540","Handling Unit","","","","","","","ENTITY","39127"
"hu543","Handling Unit","","","","","","","ENTITY","39128"
"hu544","Handling Unit","","","","","","","ENTITY","39129"
"hu546","Handling Unit","","","","","","","ENTITY","39130"
"hu550","Handling Unit","","","","","","","ENTITY","39131"
"hu549","Handling Unit","","","","","","","ENTITY","39132"
"hu547","Handling Unit","","","","","","","ENTITY","39133"
"hu548","Handling Unit","","","","","","","ENTITY","39134"
"hu545","Handling Unit","","","","","","","ENTITY","39135"
"hu566","Handling Unit","","","","","","","ENTITY","39136"
"hu560","Handling Unit","","","","","","","ENTITY","39137"
"hu567","Handling Unit","","","","","","","ENTITY","39138"
"hu569","Handling Unit","","","","","","","ENTITY","39139"
"hu554","Handling Unit","","","","","","","ENTITY","39140"
"hu551","Handling Unit","","","","","","","ENTITY","39141"
"hu555","Handling Unit","","","","","","","ENTITY","39142"
"hu557","Handling Unit","","","","","","","ENTITY","39143"
"hu568","Handling Unit","","","","","","","ENTITY","39144"
"hu553","Handling Unit","","","","","","","ENTITY","39145"
"hu572","Handling Unit","","","","","","","ENTITY","39146"
"hu562","Handling Unit","","","","","","","ENTITY","39147"
"hu564","Handling Unit","","","","","","","ENTITY","39148"
"hu563","Handling Unit","","","","","","","ENTITY","39149"
"hu573","Handling Unit","","","","","","","ENTITY","39150"
"hu571","Handling Unit","","","","","","","ENTITY","39151"
"hu570","Handling Unit","","","","","","","ENTITY","39152"
"hu559","Handling Unit","","","","","","","ENTITY","39153"
"hu565","Handling Unit","","","","","","","ENTITY","39154"
"hu558","Handling Unit","","","","","","","ENTITY","39155"
"hu561","Handling Unit","","","","","","","ENTITY","39156"
"hu552","Handling Unit","","","","","","","ENTITY","39157"
"hu556","Handling Unit","","","","","","","ENTITY","39158"
"hu574","Handling Unit","","","","","","","ENTITY","39159"
"hu575","Handling Unit","","","","","","","ENTITY","39160"
"hu576","Handling Unit","","","","","","","ENTITY","39161"
"hu582","Handling Unit","","","","","","","ENTITY","39162"
"hu578","Handling Unit","","","","","","","ENTITY","39163"
"hu577","Handling Unit","","","","","","","ENTITY","39164"
"hu580","Handling Unit","","","","","","","ENTITY","39165"
"hu579","Handling Unit","","","","","","","ENTITY","39166"
"hu581","Handling Unit","","","","","","","ENTITY","39167"
"hu587","Handling Unit","","","","","","","ENTITY","39168"
"hu586","Handling Unit","","","","","","","ENTITY","39169"
"hu585","Handling Unit","","","","","","","ENTITY","39170"
"hu584","Handling Unit","","","","","","","ENTITY","39171"
"hu588","Handling Unit","","","","","","","ENTITY","39172"
"hu591","Handling Unit","","","","","","","ENTITY","39173"
"hu590","Handling Unit","","","","","","","ENTITY","39174"
"hu589","Handling Unit","","","","","","","ENTITY","39175"
"hu593","Handling Unit","","","","","","","ENTITY","39176"
"hu594","Handling Unit","","","","","","","ENTITY","39177"
"hu583","Handling Unit","","","","","","","ENTITY","39178"
"hu592","Handling Unit","","","","","","","ENTITY","39179"
"hu595","Handling Unit","","","","","","","ENTITY","39180"
"hu598","Handling Unit","","","","","","","ENTITY","39181"
"hu600","Handling Unit","","","","","","","ENTITY","39182"
"hu596","Handling Unit","","","","","","","ENTITY","39183"
"hu597","Handling Unit","","","","","","","ENTITY","39184"
"hu601","Handling Unit","","","","","","","ENTITY","39185"
"hu599","Handling Unit","","","","","","","ENTITY","39186"
"hu605","Handling Unit","","","","","","","ENTITY","39187"
"hu606","Handling Unit","","","","","","","ENTITY","39188"
"hu604","Handling Unit","","","","","","","ENTITY","39189"
"hu603","Handling Unit","","","","","","","ENTITY","39190"
"hu607","Handling Unit","","","","","","","ENTITY","39191"
"hu602","Handling Unit","","","","","","","ENTITY","39192"
"hu612","Handling Unit","","","","","","","ENTITY","39193"
"hu609","Handling Unit","","","","","","","ENTITY","39194"
"hu610","Handling Unit","","","","","","","ENTITY","39195"
"hu608","Handling Unit","","","","","","","ENTITY","39196"
"hu613","Handling Unit","","","","","","","ENTITY","39197"
"hu611","Handling Unit","","","","","","","ENTITY","39198"
"hu617","Handling Unit","","","","","","","ENTITY","39199"
"hu616","Handling Unit","","","","","","","ENTITY","39200"
"hu619","Handling Unit","","","","","","","ENTITY","39201"
"hu614","Handling Unit","","","","","","","ENTITY","39202"
"hu618","Handling Unit","","","","","","","ENTITY","39203"
"hu615","Handling Unit","","","","","","","ENTITY","39204"
"hu621","Handling Unit","","","","","","","ENTITY","39205"
"hu625","Handling Unit","","","","","","","ENTITY","39206"
"hu624","Handling Unit","","","","","","","ENTITY","39207"
"hu622","Handling Unit","","","","","","","ENTITY","39208"
"hu623","Handling Unit","","","","","","","ENTITY","39209"
"hu620","Handling Unit","","","","","","","ENTITY","39210"
"hu626","Handling Unit","","","","","","","ENTITY","39211"
"hu640","Handling Unit","","","","","","","ENTITY","39212"
"hu632","Handling Unit","","","","","","","ENTITY","39213"
"hu642","Handling Unit","","","","","","","ENTITY","39214"
"hu628","Handling Unit","","","","","","","ENTITY","39215"
"hu630","Handling Unit","","","","","","","ENTITY","39216"
"hu638","Handling Unit","","","","","","","ENTITY","39217"
"hu627","Handling Unit","","","","","","","ENTITY","39218"
"hu641","Handling Unit","","","","","","","ENTITY","39219"
"hu633","Handling Unit","","","","","","","ENTITY","39220"
"hu643","Handling Unit","","","","","","","ENTITY","39221"
"hu634","Handling Unit","","","","","","","ENTITY","39222"
"hu636","Handling Unit","","","","","","","ENTITY","39223"
"hu629","Handling Unit","","","","","","","ENTITY","39224"
"hu637","Handling Unit","","","","","","","ENTITY","39225"
"hu635","Handling Unit","","","","","","","ENTITY","39226"
"hu631","Handling Unit","","","","","","","ENTITY","39227"
"hu639","Handling Unit","","","","","","","ENTITY","39228"
"hu645","Handling Unit","","","","","","","ENTITY","39229"
"hu673","Handling Unit","","","","","","","ENTITY","39230"
"hu668","Handling Unit","","","","","","","ENTITY","39231"
"hu674","Handling Unit","","","","","","","ENTITY","39232"
"hu646","Handling Unit","","","","","","","ENTITY","39233"
"hu661","Handling Unit","","","","","","","ENTITY","39234"
"hu656","Handling Unit","","","","","","","ENTITY","39235"
"hu649","Handling Unit","","","","","","","ENTITY","39236"
"hu665","Handling Unit","","","","","","","ENTITY","39237"
"hu653","Handling Unit","","","","","","","ENTITY","39238"
"hu671","Handling Unit","","","","","","","ENTITY","39239"
"hu670","Handling Unit","","","","","","","ENTITY","39240"
"hu644","Handling Unit","","","","","","","ENTITY","39241"
"hu655","Handling Unit","","","","","","","ENTITY","39242"
"hu663","Handling Unit","","","","","","","ENTITY","39243"
"hu675","Handling Unit","","","","","","","ENTITY","39244"
"hu657","Handling Unit","","","","","","","ENTITY","39245"
"hu659","Handling Unit","","","","","","","ENTITY","39246"
"hu648","Handling Unit","","","","","","","ENTITY","39247"
"hu667","Handling Unit","","","","","","","ENTITY","39248"
"hu647","Handling Unit","","","","","","","ENTITY","39249"
"hu666","Handling Unit","","","","","","","ENTITY","39250"
"hu650","Handling Unit","","","","","","","ENTITY","39251"
"hu664","Handling Unit","","","","","","","ENTITY","39252"
"hu651","Handling Unit","","","","","","","ENTITY","39253"
"hu662","Handling Unit","","","","","","","ENTITY","39254"
"hu658","Handling Unit","","","","","","","ENTITY","39255"
"hu669","Handling Unit","","","","","","","ENTITY","39256"
"hu654","Handling Unit","","","","","","","ENTITY","39257"
"hu672","Handling Unit","","","","","","","ENTITY","39258"
"hu660","Handling Unit","","","","","","","ENTITY","39259"
"hu652","Handling Unit","","","","","","","ENTITY","39260"
"hu676","Handling Unit","","","","","","","ENTITY","39261"
"hu682","Handling Unit","","","","","","","ENTITY","39262"
"hu677","Handling Unit","","","","","","","ENTITY","39263"
"hu686","Handling Unit","","","","","","","ENTITY","39264"
"hu681","Handling Unit","","","","","","","ENTITY","39265"
"hu680","Handling Unit","","","","","","","ENTITY","39266"
"hu687","Handling Unit","","","","","","","ENTITY","39267"
"hu685","Handling Unit","","","","","","","ENTITY","39268"
"hu678","Handling Unit","","","","","","","ENTITY","39269"
"hu684","Handling Unit","","","","","","","ENTITY","39270"
"hu679","Handling Unit","","","","","","","ENTITY","39271"
"hu683","Handling Unit","","","","","","","ENTITY","39272"
"hu688","Handling Unit","","","","","","","ENTITY","39273"
"hu703","Handling Unit","","","","","","","ENTITY","39274"
"hu709","Handling Unit","","","","","","","ENTITY","39275"
"hu698","Handling Unit","","","","","","","ENTITY","39276"
"hu695","Handling Unit","","","","","","","ENTITY","39277"
"hu691","Handling Unit","","","","","","","ENTITY","39278"
"hu692","Handling Unit","","","","","","","ENTITY","39279"
"hu704","Handling Unit","","","","","","","ENTITY","39280"
"hu715","Handling Unit","","","","","","","ENTITY","39281"
"hu694","Handling Unit","","","","","","","ENTITY","39282"
"hu710","Handling Unit","","","","","","","ENTITY","39283"
"hu706","Handling Unit","","","","","","","ENTITY","39284"
"hu719","Handling Unit","","","","","","","ENTITY","39285"
"hu696","Handling Unit","","","","","","","ENTITY","39286"
"hu717","Handling Unit","","","","","","","ENTITY","39287"
"hu705","Handling Unit","","","","","","","ENTITY","39288"
"hu708","Handling Unit","","","","","","","ENTITY","39289"
"hu718","Handling Unit","","","","","","","ENTITY","39290"
"hu711","Handling Unit","","","","","","","ENTITY","39291"
"hu702","Handling Unit","","","","","","","ENTITY","39292"
"hu701","Handling Unit","","","","","","","ENTITY","39293"
"hu716","Handling Unit","","","","","","","ENTITY","39294"
"hu693","Handling Unit","","","","","","","ENTITY","39295"
"hu707","Handling Unit","","","","","","","ENTITY","39296"
"hu697","Handling Unit","","","","","","","ENTITY","39297"
"hu714","Handling Unit","","","","","","","ENTITY","39298"
"hu700","Handling Unit","","","","","","","ENTITY","39299"
"hu690","Handling Unit","","","","","","","ENTITY","39300"
"hu689","Handling Unit","","","","","","","ENTITY","39301"
"hu712","Handling Unit","","","","","","","ENTITY","39302"
"hu713","Handling Unit","","","","","","","ENTITY","39303"
"hu699","Handling Unit","","","","","","","ENTITY","39304"
"hu720","Handling Unit","","","","","","","ENTITY","39305"
"hu722","Handling Unit","","","","","","","ENTITY","39306"
"hu725","Handling Unit","","","","","","","ENTITY","39307"
"hu723","Handling Unit","","","","","","","ENTITY","39308"
"hu724","Handling Unit","","","","","","","ENTITY","39309"
"hu721","Handling Unit","","","","","","","ENTITY","39310"
"hu726","Handling Unit","","","","","","","ENTITY","39311"
"hu728","Handling Unit","","","","","","","ENTITY","39312"
"hu729","Handling Unit","","","","","","","ENTITY","39313"
"hu741","Handling Unit","","","","","","","ENTITY","39314"
"hu731","Handling Unit","","","","","","","ENTITY","39315"
"hu735","Handling Unit","","","","","","","ENTITY","39316"
"hu732","Handling Unit","","","","","","","ENTITY","39317"
"hu730","Handling Unit","","","","","","","ENTITY","39318"
"hu734","Handling Unit","","","","","","","ENTITY","39319"
"hu738","Handling Unit","","","","","","","ENTITY","39320"
"hu733","Handling Unit","","","","","","","ENTITY","39321"
"hu739","Handling Unit","","","","","","","ENTITY","39322"
"hu737","Handling Unit","","","","","","","ENTITY","39323"
"hu742","Handling Unit","","","","","","","ENTITY","39324"
"hu727","Handling Unit","","","","","","","ENTITY","39325"
"hu743","Handling Unit","","","","","","","ENTITY","39326"
"hu752","Handling Unit","","","","","","","ENTITY","39327"
"hu753","Handling Unit","","","","","","","ENTITY","39328"
"hu746","Handling Unit","","","","","","","ENTITY","39329"
"hu748","Handling Unit","","","","","","","ENTITY","39330"
"hu747","Handling Unit","","","","","","","ENTITY","39331"
"hu745","Handling Unit","","","","","","","ENTITY","39332"
"hu749","Handling Unit","","","","","","","ENTITY","39333"
"hu740","Handling Unit","","","","","","","ENTITY","39334"
"hu736","Handling Unit","","","","","","","ENTITY","39335"
"hu744","Handling Unit","","","","","","","ENTITY","39336"
"hu754","Handling Unit","","","","","","","ENTITY","39337"
"hu751","Handling Unit","","","","","","","ENTITY","39338"
"hu759","Handling Unit","","","","","","","ENTITY","39339"
"hu757","Handling Unit","","","","","","","ENTITY","39340"
"hu755","Handling Unit","","","","","","","ENTITY","39341"
"hu750","Handling Unit","","","","","","","ENTITY","39342"
"hu760","Handling Unit","","","","","","","ENTITY","39343"
"hu758","Handling Unit","","","","","","","ENTITY","39344"
"hu756","Handling Unit","","","","","","","ENTITY","39345"
"hu763","Handling Unit","","","","","","","ENTITY","39346"
"hu766","Handling Unit","","","","","","","ENTITY","39347"
"hu764","Handling Unit","","","","","","","ENTITY","39348"
"hu765","Handling Unit","","","","","","","ENTITY","39349"
"hu762","Handling Unit","","","","","","","ENTITY","39350"
"hu761","Handling Unit","","","","","","","ENTITY","39351"
"hu770","Handling Unit","","","","","","","ENTITY","39352"
"hu769","Handling Unit","","","","","","","ENTITY","39353"
"hu767","Handling Unit","","","","","","","ENTITY","39354"
"hu772","Handling Unit","","","","","","","ENTITY","39355"
"hu768","Handling Unit","","","","","","","ENTITY","39356"
"hu796","Handling Unit","","","","","","","ENTITY","39357"
"hu773","Handling Unit","","","","","","","ENTITY","39358"
"hu778","Handling Unit","","","","","","","ENTITY","39359"
"hu782","Handling Unit","","","","","","","ENTITY","39360"
"hu779","Handling Unit","","","","","","","ENTITY","39361"
"hu802","Handling Unit","","","","","","","ENTITY","39362"
"hu799","Handling Unit","","","","","","","ENTITY","39363"
"hu801","Handling Unit","","","","","","","ENTITY","39364"
"hu780","Handling Unit","","","","","","","ENTITY","39365"
"hu797","Handling Unit","","","","","","","ENTITY","39366"
"hu776","Handling Unit","","","","","","","ENTITY","39367"
"hu783","Handling Unit","","","","","","","ENTITY","39368"
"hu791","Handling Unit","","","","","","","ENTITY","39369"
"hu787","Handling Unit","","","","","","","ENTITY","39370"
"hu771","Handling Unit","","","","","","","ENTITY","39371"
"hu790","Handling Unit","","","","","","","ENTITY","39372"
"hu800","Handling Unit","","","","","","","ENTITY","39373"
"hu793","Handling Unit","","","","","","","ENTITY","39374"
"hu774","Handling Unit","","","","","","","ENTITY","39375"
"hu804","Handling Unit","","","","","","","ENTITY","39376"
"hu808","Handling Unit","","","","","","","ENTITY","39377"
"hu798","Handling Unit","","","","","","","ENTITY","39378"
"hu795","Handling Unit","","","","","","","ENTITY","39379"
"hu775","Handling Unit","","","","","","","ENTITY","39380"
"hu777","Handling Unit","","","","","","","ENTITY","39381"
"hu805","Handling Unit","","","","","","","ENTITY","39382"
"hu784","Handling Unit","","","","","","","ENTITY","39383"
"hu781","Handling Unit","","","","","","","ENTITY","39384"
"hu792","Handling Unit","","","","","","","ENTITY","39385"
"hu788","Handling Unit","","","","","","","ENTITY","39386"
"hu807","Handling Unit","","","","","","","ENTITY","39387"
"hu789","Handling Unit","","","","","","","ENTITY","39388"
"hu785","Handling Unit","","","","","","","ENTITY","39389"
"hu812","Handling Unit","","","","","","","ENTITY","39390"
"hu814","Handling Unit","","","","","","","ENTITY","39391"
"hu810","Handling Unit","","","","","","","ENTITY","39392"
"hu817","Handling Unit","","","","","","","ENTITY","39393"
"hu811","Handling Unit","","","","","","","ENTITY","39394"
"hu816","Handling Unit","","","","","","","ENTITY","39395"
"hu794","Handling Unit","","","","","","","ENTITY","39396"
"hu786","Handling Unit","","","","","","","ENTITY","39397"
"hu813","Handling Unit","","","","","","","ENTITY","39398"
"hu806","Handling Unit","","","","","","","ENTITY","39399"
"hu803","Handling Unit","","","","","","","ENTITY","39400"
"hu809","Handling Unit","","","","","","","ENTITY","39401"
"hu818","Handling Unit","","","","","","","ENTITY","39402"
"hu822","Handling Unit","","","","","","","ENTITY","39403"
"hu824","Handling Unit","","","","","","","ENTITY","39404"
"hu820","Handling Unit","","","","","","","ENTITY","39405"
"hu825","Handling Unit","","","","","","","ENTITY","39406"
"hu821","Handling Unit","","","","","","","ENTITY","39407"
"hu815","Handling Unit","","","","","","","ENTITY","39408"
"hu827","Handling Unit","","","","","","","ENTITY","39409"
"hu823","Handling Unit","","","","","","","ENTITY","39410"
"hu837","Handling Unit","","","","","","","ENTITY","39411"
"hu841","Handling Unit","","","","","","","ENTITY","39412"
"hu835","Handling Unit","","","","","","","ENTITY","39413"
"hu834","Handling Unit","","","","","","","ENTITY","39414"
"hu840","Handling Unit","","","","","","","ENTITY","39415"
"hu828","Handling Unit","","","","","","","ENTITY","39416"
"hu826","Handling Unit","","","","","","","ENTITY","39417"
"hu830","Handling Unit","","","","","","","ENTITY","39418"
"hu838","Handling Unit","","","","","","","ENTITY","39419"
"hu844","Handling Unit","","","","","","","ENTITY","39420"
"hu845","Handling Unit","","","","","","","ENTITY","39421"
"hu839","Handling Unit","","","","","","","ENTITY","39422"
"hu836","Handling Unit","","","","","","","ENTITY","39423"
"hu833","Handling Unit","","","","","","","ENTITY","39424"
"hu819","Handling Unit","","","","","","","ENTITY","39425"
"hu843","Handling Unit","","","","","","","ENTITY","39426"
"hu842","Handling Unit","","","","","","","ENTITY","39427"
"hu832","Handling Unit","","","","","","","ENTITY","39428"
"hu850","Handling Unit","","","","","","","ENTITY","39429"
"hu829","Handling Unit","","","","","","","ENTITY","39430"
"hu848","Handling Unit","","","","","","","ENTITY","39431"
"hu856","Handling Unit","","","","","","","ENTITY","39432"
"hu853","Handling Unit","","","","","","","ENTITY","39433"
"hu852","Handling Unit","","","","","","","ENTITY","39434"
"hu831","Handling Unit","","","","","","","ENTITY","39435"
"hu857","Handling Unit","","","","","","","ENTITY","39436"
"hu855","Handling Unit","","","","","","","ENTITY","39437"
"hu862","Handling Unit","","","","","","","ENTITY","39438"
"hu854","Handling Unit","","","","","","","ENTITY","39439"
"hu861","Handling Unit","","","","","","","ENTITY","39440"
"hu858","Handling Unit","","","","","","","ENTITY","39441"
"hu849","Handling Unit","","","","","","","ENTITY","39442"
"hu866","Handling Unit","","","","","","","ENTITY","39443"
"hu872","Handling Unit","","","","","","","ENTITY","39444"
"hu860","Handling Unit","","","","","","","ENTITY","39445"
"hu871","Handling Unit","","","","","","","ENTITY","39446"
"hu868","Handling Unit","","","","","","","ENTITY","39447"
"hu869","Handling Unit","","","","","","","ENTITY","39448"
"hu863","Handling Unit","","","","","","","ENTITY","39449"
"hu851","Handling Unit","","","","","","","ENTITY","39450"
"hu870","Handling Unit","","","","","","","ENTITY","39451"
"hu864","Handling Unit","","","","","","","ENTITY","39452"
"hu846","Handling Unit","","","","","","","ENTITY","39453"
"hu867","Handling Unit","","","","","","","ENTITY","39454"
"hu847","Handling Unit","","","","","","","ENTITY","39455"
"hu865","Handling Unit","","","","","","","ENTITY","39456"
"hu859","Handling Unit","","","","","","","ENTITY","39457"
"hu876","Handling Unit","","","","","","","ENTITY","39458"
"hu873","Handling Unit","","","","","","","ENTITY","39459"
"hu878","Handling Unit","","","","","","","ENTITY","39460"
"hu880","Handling Unit","","","","","","","ENTITY","39461"
"hu881","Handling Unit","","","","","","","ENTITY","39462"
"hu883","Handling Unit","","","","","","","ENTITY","39463"
"hu874","Handling Unit","","","","","","","ENTITY","39464"
"hu882","Handling Unit","","","","","","","ENTITY","39465"
"hu889","Handling Unit","","","","","","","ENTITY","39466"
"hu892","Handling Unit","","","","","","","ENTITY","39467"
"hu893","Handling Unit","","","","","","","ENTITY","39468"
"hu888","Handling Unit","","","","","","","ENTITY","39469"
"hu897","Handling Unit","","","","","","","ENTITY","39470"
"hu904","Handling Unit","","","","","","","ENTITY","39471"
"hu901","Handling Unit","","","","","","","ENTITY","39472"
"hu895","Handling Unit","","","","","","","ENTITY","39473"
"hu886","Handling Unit","","","","","","","ENTITY","39474"
"hu891","Handling Unit","","","","","","","ENTITY","39475"
"hu884","Handling Unit","","","","","","","ENTITY","39476"
"hu900","Handling Unit","","","","","","","ENTITY","39477"
"hu894","Handling Unit","","","","","","","ENTITY","39478"
"hu887","Handling Unit","","","","","","","ENTITY","39479"
"hu875","Handling Unit","","","","","","","ENTITY","39480"
"hu890","Handling Unit","","","","","","","ENTITY","39481"
"hu899","Handling Unit","","","","","","","ENTITY","39482"
"hu879","Handling Unit","","","","","","","ENTITY","39483"
"hu902","Handling Unit","","","","","","","ENTITY","39484"
"hu898","Handling Unit","","","","","","","ENTITY","39485"
"hu896","Handling Unit","","","","","","","ENTITY","39486"
"hu885","Handling Unit","","","","","","","ENTITY","39487"
"hu903","Handling Unit","","","","","","","ENTITY","39488"
"hu915","Handling Unit","","","","","","","ENTITY","39489"
"hu906","Handling Unit","","","","","","","ENTITY","39490"
"hu914","Handling Unit","","","","","","","ENTITY","39491"
"hu907","Handling Unit","","","","","","","ENTITY","39492"
"hu877","Handling Unit","","","","","","","ENTITY","39493"
"hu917","Handling Unit","","","","","","","ENTITY","39494"
"hu922","Handling Unit","","","","","","","ENTITY","39495"
"hu920","Handling Unit","","","","","","","ENTITY","39496"
"hu908","Handling Unit","","","","","","","ENTITY","39497"
"hu910","Handling Unit","","","","","","","ENTITY","39498"
"hu909","Handling Unit","","","","","","","ENTITY","39499"
"hu921","Handling Unit","","","","","","","ENTITY","39500"
"hu916","Handling Unit","","","","","","","ENTITY","39501"
"hu912","Handling Unit","","","","","","","ENTITY","39502"
"hu924","Handling Unit","","","","","","","ENTITY","39503"
"hu905","Handling Unit","","","","","","","ENTITY","39504"
"hu932","Handling Unit","","","","","","","ENTITY","39505"
"hu939","Handling Unit","","","","","","","ENTITY","39506"
"hu926","Handling Unit","","","","","","","ENTITY","39507"
"hu935","Handling Unit","","","","","","","ENTITY","39508"
"hu919","Handling Unit","","","","","","","ENTITY","39509"
"hu927","Handling Unit","","","","","","","ENTITY","39510"
"hu936","Handling Unit","","","","","","","ENTITY","39511"
"hu925","Handling Unit","","","","","","","ENTITY","39512"
"hu913","Handling Unit","","","","","","","ENTITY","39513"
"hu931","Handling Unit","","","","","","","ENTITY","39514"
"hu923","Handling Unit","","","","","","","ENTITY","39515"
"hu934","Handling Unit","","","","","","","ENTITY","39516"
"hu930","Handling Unit","","","","","","","ENTITY","39517"
"hu918","Handling Unit","","","","","","","ENTITY","39518"
"hu941","Handling Unit","","","","","","","ENTITY","39519"
"hu911","Handling Unit","","","","","","","ENTITY","39520"
"hu938","Handling Unit","","","","","","","ENTITY","39521"
"hu928","Handling Unit","","","","","","","ENTITY","39522"
"hu940","Handling Unit","","","","","","","ENTITY","39523"
"hu933","Handling Unit","","","","","","","ENTITY","39524"
"hu937","Handling Unit","","","","","","","ENTITY","39525"
"hu929","Handling Unit","","","","","","","ENTITY","39526"
"hu946","Handling Unit","","","","","","","ENTITY","39527"
"hu947","Handling Unit","","","","","","","ENTITY","39528"
"hu942","Handling Unit","","","","","","","ENTITY","39529"
"hu943","Handling Unit","","","","","","","ENTITY","39530"
"hu944","Handling Unit","","","","","","","ENTITY","39531"
"hu945","Handling Unit","","","","","","","ENTITY","39532"
"hu953","Handling Unit","","","","","","","ENTITY","39533"
"hu949","Handling Unit","","","","","","","ENTITY","39534"
"hu951","Handling Unit","","","","","","","ENTITY","39535"
"hu948","Handling Unit","","","","","","","ENTITY","39536"
"hu952","Handling Unit","","","","","","","ENTITY","39537"
"hu950","Handling Unit","","","","","","","ENTITY","39538"
"hu959","Handling Unit","","","","","","","ENTITY","39539"
"hu958","Handling Unit","","","","","","","ENTITY","39540"
"hu974","Handling Unit","","","","","","","ENTITY","39541"
"hu957","Handling Unit","","","","","","","ENTITY","39542"
"hu969","Handling Unit","","","","","","","ENTITY","39543"
"hu963","Handling Unit","","","","","","","ENTITY","39544"
"hu970","Handling Unit","","","","","","","ENTITY","39545"
"hu964","Handling Unit","","","","","","","ENTITY","39546"
"hu960","Handling Unit","","","","","","","ENTITY","39547"
"hu979","Handling Unit","","","","","","","ENTITY","39548"
"hu972","Handling Unit","","","","","","","ENTITY","39549"
"hu968","Handling Unit","","","","","","","ENTITY","39550"
"hu975","Handling Unit","","","","","","","ENTITY","39551"
"hu977","Handling Unit","","","","","","","ENTITY","39552"
"hu973","Handling Unit","","","","","","","ENTITY","39553"
"hu966","Handling Unit","","","","","","","ENTITY","39554"
"hu955","Handling Unit","","","","","","","ENTITY","39555"
"hu983","Handling Unit","","","","","","","ENTITY","39556"
"hu961","Handling Unit","","","","","","","ENTITY","39557"
"hu971","Handling Unit","","","","","","","ENTITY","39558"
"hu962","Handling Unit","","","","","","","ENTITY","39559"
"hu982","Handling Unit","","","","","","","ENTITY","39560"
"hu967","Handling Unit","","","","","","","ENTITY","39561"
"hu981","Handling Unit","","","","","","","ENTITY","39562"
"hu954","Handling Unit","","","","","","","ENTITY","39563"
"hu976","Handling Unit","","","","","","","ENTITY","39564"
"hu978","Handling Unit","","","","","","","ENTITY","39565"
"hu965","Handling Unit","","","","","","","ENTITY","39566"
"hu980","Handling Unit","","","","","","","ENTITY","39567"
"hu956","Handling Unit","","","","","","","ENTITY","39568"
"hu984","Handling Unit","","","","","","","ENTITY","39569"
"hu985","Handling Unit","","","","","","","ENTITY","39570"
"hu989","Handling Unit","","","","","","","ENTITY","39571"
"hu990","Handling Unit","","","","","","","ENTITY","39572"
"hu988","Handling Unit","","","","","","","ENTITY","39573"
"hu986","Handling Unit","","","","","","","ENTITY","39574"
"hu992","Handling Unit","","","","","","","ENTITY","39575"
"hu1002","Handling Unit","","","","","","","ENTITY","39576"
"hu987","Handling Unit","","","","","","","ENTITY","39577"
"hu1012","Handling Unit","","","","","","","ENTITY","39578"
"hu1006","Handling Unit","","","","","","","ENTITY","39579"
"hu1005","Handling Unit","","","","","","","ENTITY","39580"
"hu993","Handling Unit","","","","","","","ENTITY","39581"
"hu1009","Handling Unit","","","","","","","ENTITY","39582"
"hu1008","Handling Unit","","","","","","","ENTITY","39583"
"hu1004","Handling Unit","","","","","","","ENTITY","39584"
"hu999","Handling Unit","","","","","","","ENTITY","39585"
"hu991","Handling Unit","","","","","","","ENTITY","39586"
"hu1018","Handling Unit","","","","","","","ENTITY","39587"
"hu1007","Handling Unit","","","","","","","ENTITY","39588"
"hu995","Handling Unit","","","","","","","ENTITY","39589"
"hu1001","Handling Unit","","","","","","","ENTITY","39590"
"hu1019","Handling Unit","","","","","","","ENTITY","39591"
"hu1021","Handling Unit","","","","","","","ENTITY","39592"
"hu996","Handling Unit","","","","","","","ENTITY","39593"
"hu1026","Handling Unit","","","","","","","ENTITY","39594"
"hu998","Handling Unit","","","","","","","ENTITY","39595"
"hu1016","Handling Unit","","","","","","","ENTITY","39596"
"hu1024","Handling Unit","","","","","","","ENTITY","39597"
"hu1017","Handling Unit","","","","","","","ENTITY","39598"
"hu1000","Handling Unit","","","","","","","ENTITY","39599"
"hu1022","Handling Unit","","","","","","","ENTITY","39600"
"hu1025","Handling Unit","","","","","","","ENTITY","39601"
"hu1023","Handling Unit","","","","","","","ENTITY","39602"
"hu997","Handling Unit","","","","","","","ENTITY","39603"
"hu1015","Handling Unit","","","","","","","ENTITY","39604"
"hu1011","Handling Unit","","","","","","","ENTITY","39605"
"hu994","Handling Unit","","","","","","","ENTITY","39606"
"hu1010","Handling Unit","","","","","","","ENTITY","39607"
"hu1020","Handling Unit","","","","","","","ENTITY","39608"
