"EventID","timestamp","Activity",":LABEL","id:ID"
"collect_hu2047","2023-08-25 12:52:10+00:00","Collect Goods","EVENT","6791"
"load_truck_hu2043","2023-08-25 12:52:10+00:00","Load Truck","EVENT","6792"
"load_truck_hu2054","2023-08-25 12:54:21+00:00","Load Truck","EVENT","6793"
"collect_hu2053","2023-08-25 12:57:02+00:00","Collect Goods","EVENT","6794"
"load_truck_hu2047","2023-08-25 12:57:02+00:00","Load Truck","EVENT","6795"
"stock_cr385","2023-08-25 13:00:32+00:00","Place in Stock","EVENT","6796"
"collect_hu2040","2023-08-25 14:07:36+00:00","Collect Goods","EVENT","6797"
"load_truck_hu2053","2023-08-25 14:07:36+00:00","Load Truck","EVENT","6798"
"collect_hu2058","2023-08-25 14:30:21+00:00","Collect Goods","EVENT","6799"
"load_truck_hu2040","2023-08-25 14:30:21+00:00","Load Truck","EVENT","6800"
"collect_hu2039","2023-08-25 14:38:57+00:00","Collect Goods","EVENT","6801"
"load_truck_hu2058","2023-08-25 14:38:57+00:00","Load Truck","EVENT","6802"
"collect_hu2057","2023-08-25 14:42:45+00:00","Collect Goods","EVENT","6803"
"load_truck_hu2039","2023-08-25 14:42:45+00:00","Load Truck","EVENT","6804"
"collect_hu2044","2023-08-25 14:53:29+00:00","Collect Goods","EVENT","6805"
"load_truck_hu2057","2023-08-25 14:53:29+00:00","Load Truck","EVENT","6806"
"collect_hu2033","2023-08-25 15:53:39+00:00","Collect Goods","EVENT","6807"
"load_truck_hu2044","2023-08-25 15:53:39+00:00","Load Truck","EVENT","6808"
"collect_hu2029","2023-08-25 15:58:35+00:00","Collect Goods","EVENT","6809"
"load_truck_hu2033","2023-08-25 15:58:35+00:00","Load Truck","EVENT","6810"
"reg_co129","2023-08-25 16:32:55+00:00","Register Customer Order","EVENT","6811"
"collect_hu2035","2023-08-25 17:07:29+00:00","Collect Goods","EVENT","6812"
"load_truck_hu2029","2023-08-25 17:07:29+00:00","Load Truck","EVENT","6813"
"collect_hu2052","2023-08-28 05:14:47+00:00","Collect Goods","EVENT","6814"
"load_truck_hu2035","2023-08-28 05:14:47+00:00","Load Truck","EVENT","6815"
"to_bay_cr361","2023-08-28 05:23:31+00:00","Bring to Loading Bay","EVENT","6816"
"to_bay_cr344","2023-08-28 05:31:45+00:00","Bring to Loading Bay","EVENT","6817"
"pick_cr369","2023-08-28 05:34:43+00:00","Pick Up Empty Container","EVENT","6818"
"drive_term_cr386","2023-08-28 05:34:43+00:00","Drive to Terminal","EVENT","6819"
"collect_hu2063","2023-08-28 05:36:55+00:00","Collect Goods","EVENT","6820"
"load_truck_hu2052","2023-08-28 05:36:55+00:00","Load Truck","EVENT","6821"
"load_veh_cr398","2023-08-28 05:46:16+00:00","Load to Vehicle","EVENT","6822"
"pick_cr405","2023-08-28 05:56:36+00:00","Pick Up Empty Container","EVENT","6823"
"drive_term_cr371","2023-08-28 05:56:36+00:00","Drive to Terminal","EVENT","6824"
"collect_hu2051","2023-08-28 05:58:35+00:00","Collect Goods","EVENT","6825"
"pick_cr412","2023-08-28 06:28:32+00:00","Pick Up Empty Container","EVENT","6826"
"drive_term_cr350","2023-08-28 06:28:32+00:00","Drive to Terminal","EVENT","6827"
"pick_cr314","2023-08-28 06:36:12+00:00","Pick Up Empty Container","EVENT","6828"
"drive_term_cr402","2023-08-28 06:36:12+00:00","Drive to Terminal","EVENT","6829"
"to_bay_cr333","2023-08-28 06:50:53+00:00","Bring to Loading Bay","EVENT","6830"
"book_vehs_td118","2023-08-28 06:57:51+00:00","Book Vehicles","EVENT","6831"
"weigh_cr402","2023-08-28 06:59:06+00:00","Weigh","EVENT","6832"
"load_veh_cr361","2023-08-28 06:59:06+00:00","Load to Vehicle","EVENT","6833"
"collect_hu2066","2023-08-28 07:04:54+00:00","Collect Goods","EVENT","6834"
"load_truck_hu2051","2023-08-28 07:04:54+00:00","Load Truck","EVENT","6835"
"collect_hu2049","2023-08-28 07:11:08+00:00","Collect Goods","EVENT","6836"
"collect_hu2062","2023-08-28 07:16:12+00:00","Collect Goods","EVENT","6837"
"load_truck_hu2049","2023-08-28 07:16:12+00:00","Load Truck","EVENT","6838"
"order_crs_td116","2023-08-28 07:22:06+00:00","Order Empty Containers","EVENT","6839"
"collect_hu2071","2023-08-28 07:26:09+00:00","Collect Goods","EVENT","6840"
"collect_hu2075","2023-08-28 07:27:48+00:00","Collect Goods","EVENT","6841"
"load_truck_hu2063","2023-08-28 07:36:30+00:00","Load Truck","EVENT","6842"
"pick_cr303","2023-08-28 07:45:34+00:00","Pick Up Empty Container","EVENT","6843"
"drive_term_cr362","2023-08-28 07:45:34+00:00","Drive to Terminal","EVENT","6844"
"collect_hu2085","2023-08-28 07:45:35+00:00","Collect Goods","EVENT","6845"
"load_truck_hu2062","2023-08-28 07:47:03+00:00","Load Truck","EVENT","6846"
"collect_hu2073","2023-08-28 07:52:08+00:00","Collect Goods","EVENT","6847"
"load_veh_cr333","2023-08-28 08:01:55+00:00","Load to Vehicle","EVENT","6848"
"weigh_cr371","2023-08-28 08:03:13+00:00","Weigh","EVENT","6849"
"stock_cr402","2023-08-28 08:03:13+00:00","Place in Stock","EVENT","6850"
"stock_cr371","2023-08-28 08:04:54+00:00","Place in Stock","EVENT","6851"
"load_truck_hu2066","2023-08-28 08:09:46+00:00","Load Truck","EVENT","6852"
"to_bay_cr392","2023-08-28 08:11:32+00:00","Bring to Loading Bay","EVENT","6853"
"load_veh_cr344","2023-08-28 08:12:07+00:00","Load to Vehicle","EVENT","6854"
"to_bay_cr368","2023-08-28 08:12:10+00:00","Bring to Loading Bay","EVENT","6855"
"to_bay_cr391","2023-08-28 08:15:39+00:00","Bring to Loading Bay","EVENT","6856"
"order_crs_td117","2023-08-28 08:17:31+00:00","Order Empty Containers","EVENT","6857"
"weigh_cr362","2023-08-28 08:20:57+00:00","Weigh","EVENT","6858"
"load_veh_cr392","2023-08-28 08:20:57+00:00","Load to Vehicle","EVENT","6859"
"load_veh_cr368","2023-08-28 08:24:35+00:00","Load to Vehicle","EVENT","6860"
"load_veh_cr391","2023-08-28 08:26:04+00:00","Load to Vehicle","EVENT","6861"
"to_bay_cr332","2023-08-28 08:28:19+00:00","Bring to Loading Bay","EVENT","6862"
"to_bay_cr347","2023-08-28 08:29:17+00:00","Bring to Loading Bay","EVENT","6863"
"load_veh_cr332","2023-08-28 08:31:36+00:00","Load to Vehicle","EVENT","6864"
"to_bay_cr362","2023-08-28 08:35:20+00:00","Bring to Loading Bay","EVENT","6865"
"weigh_cr386","2023-08-28 08:39:42+00:00","Weigh","EVENT","6866"
"load_veh_cr347","2023-08-28 08:39:42+00:00","Load to Vehicle","EVENT","6867"
"to_bay_cr348","2023-08-28 08:40:34+00:00","Bring to Loading Bay","EVENT","6868"
"stock_cr386","2023-08-28 08:41:11+00:00","Place in Stock","EVENT","6869"
"load_veh_cr362","2023-08-28 08:44:12+00:00","Load to Vehicle","EVENT","6870"
"to_bay_cr349","2023-08-28 08:49:47+00:00","Bring to Loading Bay","EVENT","6871"
"to_bay_cr346","2023-08-28 08:50:28+00:00","Bring to Loading Bay","EVENT","6872"
"weigh_cr350","2023-08-28 08:50:43+00:00","Weigh","EVENT","6873"
"load_veh_cr348","2023-08-28 08:50:43+00:00","Load to Vehicle","EVENT","6874"
"load_veh_cr349","2023-08-28 08:54:23+00:00","Load to Vehicle","EVENT","6875"
"to_bay_cr350","2023-08-28 08:59:58+00:00","Bring to Loading Bay","EVENT","6876"
"collect_hu2083","2023-08-28 09:01:57+00:00","Collect Goods","EVENT","6877"
"collect_hu2082","2023-08-28 09:10:52+00:00","Collect Goods","EVENT","6878"
"load_truck_hu2083","2023-08-28 09:15:58+00:00","Load Truck","EVENT","6879"
"load_truck_hu2085","2023-08-28 09:19:16+00:00","Load Truck","EVENT","6880"
"collect_hu2079","2023-08-28 09:20:21+00:00","Collect Goods","EVENT","6881"
"load_truck_hu2082","2023-08-28 09:20:21+00:00","Load Truck","EVENT","6882"
"create_td119","2023-08-28 09:25:44+00:00","Create Transport Document","EVENT","6883"
"collect_hu2046","2023-08-28 09:26:11+00:00","Collect Goods","EVENT","6884"
"load_truck_hu2079","2023-08-28 09:26:11+00:00","Load Truck","EVENT","6885"
"collect_hu2084","2023-08-28 09:28:56+00:00","Collect Goods","EVENT","6886"
"load_truck_hu2046","2023-08-28 09:28:56+00:00","Load Truck","EVENT","6887"
"collect_hu2088","2023-08-28 09:39:18+00:00","Collect Goods","EVENT","6888"
"load_truck_hu2084","2023-08-28 09:39:18+00:00","Load Truck","EVENT","6889"
"collect_hu2080","2023-08-28 09:43:12+00:00","Collect Goods","EVENT","6890"
"collect_hu2060","2023-08-28 09:47:12+00:00","Collect Goods","EVENT","6891"
"load_truck_hu2080","2023-08-28 09:47:12+00:00","Load Truck","EVENT","6892"
"load_truck_hu2088","2023-08-28 09:48:33+00:00","Load Truck","EVENT","6893"
"collect_hu2059","2023-08-28 09:49:11+00:00","Collect Goods","EVENT","6894"
"load_truck_hu2060","2023-08-28 09:49:11+00:00","Load Truck","EVENT","6895"
"pick_cr376","2023-08-28 09:53:28+00:00","Pick Up Empty Container","EVENT","6896"
"drive_term_cr372","2023-08-28 09:53:28+00:00","Drive to Terminal","EVENT","6897"
"to_bay_cr363","2023-08-28 09:57:23+00:00","Bring to Loading Bay","EVENT","6898"
"collect_hu2092","2023-08-28 09:57:42+00:00","Collect Goods","EVENT","6899"
"load_truck_hu2059","2023-08-28 09:57:42+00:00","Load Truck","EVENT","6900"
"weigh_cr372","2023-08-28 09:57:53+00:00","Weigh","EVENT","6901"
"load_veh_cr346","2023-08-28 09:57:53+00:00","Load to Vehicle","EVENT","6902"
"load_truck_hu2075","2023-08-28 09:59:28+00:00","Load Truck","EVENT","6903"
"load_veh_cr363","2023-08-28 09:59:37+00:00","Load to Vehicle","EVENT","6904"
"reg_co130","2023-08-28 11:26:39+00:00","Register Customer Order","EVENT","6905"
"book_vehs_td119","2023-08-28 11:37:22+00:00","Book Vehicles","EVENT","6906"
"to_bay_cr372","2023-08-28 11:58:10+00:00","Bring to Loading Bay","EVENT","6907"
"collect_hu2093","2023-08-28 12:01:24+00:00","Collect Goods","EVENT","6908"
"load_truck_hu2071","2023-08-28 12:02:11+00:00","Load Truck","EVENT","6909"
"collect_hu2065","2023-08-28 12:03:03+00:00","Collect Goods","EVENT","6910"
"load_veh_cr350","2023-08-28 12:04:37+00:00","Load to Vehicle","EVENT","6911"
"load_truck_hu2073","2023-08-28 12:08:12+00:00","Load Truck","EVENT","6912"
"order_crs_td118","2023-08-28 12:10:19+00:00","Order Empty Containers","EVENT","6913"
"collect_hu2090","2023-08-28 12:12:02+00:00","Collect Goods","EVENT","6914"
"load_truck_hu2065","2023-08-28 12:12:02+00:00","Load Truck","EVENT","6915"
"resch_cr_cr372","2023-08-28 12:12:19+00:00","Reschedule Container","EVENT","6916"
"collect_hu2086","2023-08-28 12:19:47+00:00","Collect Goods","EVENT","6917"
"collect_hu2072","2023-08-28 12:22:07+00:00","Collect Goods","EVENT","6918"
"load_truck_hu2086","2023-08-28 12:22:07+00:00","Load Truck","EVENT","6919"
"collect_hu2068","2023-08-28 12:29:12+00:00","Collect Goods","EVENT","6920"
"load_truck_hu2072","2023-08-28 12:29:12+00:00","Load Truck","EVENT","6921"
"collect_hu2061","2023-08-28 12:31:42+00:00","Collect Goods","EVENT","6922"
"load_truck_hu2068","2023-08-28 12:31:42+00:00","Load Truck","EVENT","6923"
"collect_hu2081","2023-08-28 12:33:44+00:00","Collect Goods","EVENT","6924"
"load_truck_hu2061","2023-08-28 12:33:44+00:00","Load Truck","EVENT","6925"
"collect_hu2074","2023-08-28 12:40:11+00:00","Collect Goods","EVENT","6926"
"load_truck_hu2081","2023-08-28 12:40:11+00:00","Load Truck","EVENT","6927"
"collect_hu2064","2023-08-28 12:50:31+00:00","Collect Goods","EVENT","6928"
"load_truck_hu2074","2023-08-28 12:50:31+00:00","Load Truck","EVENT","6929"
"collect_hu2089","2023-08-28 12:59:13+00:00","Collect Goods","EVENT","6930"
"load_truck_hu2064","2023-08-28 12:59:13+00:00","Load Truck","EVENT","6931"
"create_td120","2023-08-28 13:58:58+00:00","Create Transport Document","EVENT","6932"
"collect_hu2070","2023-08-28 14:00:33+00:00","Collect Goods","EVENT","6933"
"collect_hu2078","2023-08-28 14:14:25+00:00","Collect Goods","EVENT","6934"
"load_truck_hu2070","2023-08-28 14:14:25+00:00","Load Truck","EVENT","6935"
"collect_hu2069","2023-08-28 14:23:47+00:00","Collect Goods","EVENT","6936"
"load_truck_hu2078","2023-08-28 14:23:47+00:00","Load Truck","EVENT","6937"
"create_td121","2023-08-28 14:25:17+00:00","Create Transport Document","EVENT","6938"
"pick_cr420","2023-08-28 14:34:19+00:00","Pick Up Empty Container","EVENT","6939"
"drive_term_cr369","2023-08-28 14:34:19+00:00","Drive to Terminal","EVENT","6940"
"collect_hu2097","2023-08-28 14:34:43+00:00","Collect Goods","EVENT","6941"
"load_truck_hu2069","2023-08-28 14:34:43+00:00","Load Truck","EVENT","6942"
"weigh_cr369","2023-08-28 14:40:07+00:00","Weigh","EVENT","6943"
"load_truck_hu2089","2023-08-28 14:45:07+00:00","Load Truck","EVENT","6944"
"to_bay_cr369","2023-08-28 14:47:43+00:00","Bring to Loading Bay","EVENT","6945"
"collect_hu2095","2023-08-28 14:53:13+00:00","Collect Goods","EVENT","6946"
"load_truck_hu2092","2023-08-28 14:53:41+00:00","Load Truck","EVENT","6947"
"load_veh_cr369","2023-08-28 14:55:34+00:00","Load to Vehicle","EVENT","6948"
"load_truck_hu2093","2023-08-28 14:56:06+00:00","Load Truck","EVENT","6949"
"order_crs_td119","2023-08-28 14:59:59+00:00","Order Empty Containers","EVENT","6950"
"collect_hu2099","2023-08-28 15:58:07+00:00","Collect Goods","EVENT","6951"
"load_truck_hu2090","2023-08-28 16:01:08+00:00","Load Truck","EVENT","6952"
"reg_co131","2023-08-28 17:18:00+00:00","Register Customer Order","EVENT","6953"
"load_truck_hu2097","2023-08-29 05:34:40+00:00","Load Truck","EVENT","6954"
"load_truck_hu2095","2023-08-29 05:46:10+00:00","Load Truck","EVENT","6955"
"collect_hu2091","2023-08-29 05:59:08+00:00","Collect Goods","EVENT","6956"
"load_truck_hu2099","2023-08-29 05:59:08+00:00","Load Truck","EVENT","6957"
"book_vehs_td121","2023-08-29 06:37:20+00:00","Book Vehicles","EVENT","6958"
"collect_hu2067","2023-08-29 07:11:01+00:00","Collect Goods","EVENT","6959"
"load_truck_hu2091","2023-08-29 07:11:01+00:00","Load Truck","EVENT","6960"
"collect_hu2076","2023-08-29 07:26:26+00:00","Collect Goods","EVENT","6961"
"load_truck_hu2067","2023-08-29 07:26:26+00:00","Load Truck","EVENT","6962"
"book_vehs_td120","2023-08-29 07:30:21+00:00","Book Vehicles","EVENT","6963"
"collect_hu2094","2023-08-29 07:35:00+00:00","Collect Goods","EVENT","6964"
"load_truck_hu2076","2023-08-29 07:35:00+00:00","Load Truck","EVENT","6965"
"collect_hu2100","2023-08-29 07:37:57+00:00","Collect Goods","EVENT","6966"
"load_truck_hu2094","2023-08-29 07:37:57+00:00","Load Truck","EVENT","6967"
"collect_hu2077","2023-08-29 07:40:52+00:00","Collect Goods","EVENT","6968"
"load_truck_hu2100","2023-08-29 07:40:52+00:00","Load Truck","EVENT","6969"
"pick_cr419","2023-08-29 07:49:18+00:00","Pick Up Empty Container","EVENT","6970"
"drive_term_cr405","2023-08-29 07:49:18+00:00","Drive to Terminal","EVENT","6971"
"weigh_cr405","2023-08-29 07:51:44+00:00","Weigh","EVENT","6972"
"collect_hu2098","2023-08-29 07:53:04+00:00","Collect Goods","EVENT","6973"
"load_truck_hu2077","2023-08-29 07:53:04+00:00","Load Truck","EVENT","6974"
"stock_cr405","2023-08-29 07:58:14+00:00","Place in Stock","EVENT","6975"
"pick_cr417","2023-08-29 07:59:15+00:00","Pick Up Empty Container","EVENT","6976"
"drive_term_cr412","2023-08-29 07:59:15+00:00","Drive to Terminal","EVENT","6977"
"order_crs_td121","2023-08-29 08:06:25+00:00","Order Empty Containers","EVENT","6978"
"collect_hu2112","2023-08-29 08:55:26+00:00","Collect Goods","EVENT","6979"
"load_truck_hu2098","2023-08-29 08:55:26+00:00","Load Truck","EVENT","6980"
"create_td122","2023-08-29 08:56:43+00:00","Create Transport Document","EVENT","6981"
"collect_hu2105","2023-08-29 08:57:00+00:00","Collect Goods","EVENT","6982"
"weigh_cr412","2023-08-29 08:59:55+00:00","Weigh","EVENT","6983"
"depart_vh27","2023-08-29 09:00:00+00:00","Depart","EVENT","6984"
"load_truck_hu2112","2023-08-29 09:38:20+00:00","Load Truck","EVENT","6985"
"pick_cr411","2023-08-29 09:43:29+00:00","Pick Up Empty Container","EVENT","6986"
"drive_term_cr376","2023-08-29 09:43:29+00:00","Drive to Terminal","EVENT","6987"
"weigh_cr376","2023-08-29 09:48:29+00:00","Weigh","EVENT","6988"
"stock_cr376","2023-08-29 09:49:46+00:00","Place in Stock","EVENT","6989"
"collect_hu2113","2023-08-29 09:59:47+00:00","Collect Goods","EVENT","6990"
"load_truck_hu2105","2023-08-29 09:59:47+00:00","Load Truck","EVENT","6991"
"stock_cr412","2023-08-29 10:08:21+00:00","Place in Stock","EVENT","6992"
"pick_cr382","2023-08-29 10:08:57+00:00","Pick Up Empty Container","EVENT","6993"
"drive_term_cr314","2023-08-29 10:08:57+00:00","Drive to Terminal","EVENT","6994"
"order_crs_td120","2023-08-29 10:17:23+00:00","Order Empty Containers","EVENT","6995"
"weigh_cr314","2023-08-29 11:11:16+00:00","Weigh","EVENT","6996"
"to_bay_cr314","2023-08-29 11:16:57+00:00","Bring to Loading Bay","EVENT","6997"
"resch_cr_cr314","2023-08-29 11:18:24+00:00","Reschedule Container","EVENT","6998"
"reg_co132","2023-08-29 11:21:42+00:00","Register Customer Order","EVENT","6999"
"collect_hu2120","2023-08-29 12:11:53+00:00","Collect Goods","EVENT","7000"
"collect_hu2121","2023-08-29 12:15:52+00:00","Collect Goods","EVENT","7001"
"load_truck_hu2120","2023-08-29 12:15:52+00:00","Load Truck","EVENT","7002"
"collect_hu2118","2023-08-29 12:17:46+00:00","Collect Goods","EVENT","7003"
"load_truck_hu2121","2023-08-29 12:18:01+00:00","Load Truck","EVENT","7004"
"collect_hu2110","2023-08-29 12:20:42+00:00","Collect Goods","EVENT","7005"
"collect_hu2087","2023-08-29 12:29:53+00:00","Collect Goods","EVENT","7006"
"load_truck_hu2110","2023-08-29 12:29:53+00:00","Load Truck","EVENT","7007"
"collect_hu2096","2023-08-29 12:40:53+00:00","Collect Goods","EVENT","7008"
"load_truck_hu2087","2023-08-29 12:40:53+00:00","Load Truck","EVENT","7009"
"collect_hu2123","2023-08-29 12:43:59+00:00","Collect Goods","EVENT","7010"
"load_truck_hu2096","2023-08-29 12:43:59+00:00","Load Truck","EVENT","7011"
"collect_hu2104","2023-08-29 12:48:58+00:00","Collect Goods","EVENT","7012"
"load_truck_hu2123","2023-08-29 12:48:58+00:00","Load Truck","EVENT","7013"
"collect_hu2124","2023-08-29 12:51:23+00:00","Collect Goods","EVENT","7014"
"load_truck_hu2104","2023-08-29 12:51:23+00:00","Load Truck","EVENT","7015"
"collect_hu2107","2023-08-29 12:56:07+00:00","Collect Goods","EVENT","7016"
"load_truck_hu2124","2023-08-29 12:56:07+00:00","Load Truck","EVENT","7017"
"create_td123","2023-08-29 13:40:29+00:00","Create Transport Document","EVENT","7018"
"book_vehs_td122","2023-08-29 13:42:40+00:00","Book Vehicles","EVENT","7019"
"pick_cr351","2023-08-29 13:50:37+00:00","Pick Up Empty Container","EVENT","7020"
"drive_term_cr303","2023-08-29 13:50:37+00:00","Drive to Terminal","EVENT","7021"
"pick_cr406","2023-08-29 13:52:04+00:00","Pick Up Empty Container","EVENT","7022"
"drive_term_cr420","2023-08-29 13:52:04+00:00","Drive to Terminal","EVENT","7023"
"weigh_cr420","2023-08-29 13:53:46+00:00","Weigh","EVENT","7024"
"stock_cr420","2023-08-29 13:55:56+00:00","Place in Stock","EVENT","7025"
"weigh_cr303","2023-08-29 13:57:39+00:00","Weigh","EVENT","7026"
"collect_hu2127","2023-08-29 14:02:23+00:00","Collect Goods","EVENT","7027"
"load_truck_hu2107","2023-08-29 14:02:23+00:00","Load Truck","EVENT","7028"
"load_truck_hu2113","2023-08-29 14:07:52+00:00","Load Truck","EVENT","7029"
"load_truck_hu2118","2023-08-29 14:13:35+00:00","Load Truck","EVENT","7030"
"collect_hu2103","2023-08-29 14:20:34+00:00","Collect Goods","EVENT","7031"
"collect_hu2128","2023-08-29 14:22:41+00:00","Collect Goods","EVENT","7032"
"load_truck_hu2103","2023-08-29 14:22:41+00:00","Load Truck","EVENT","7033"
"collect_hu2108","2023-08-29 14:25:48+00:00","Collect Goods","EVENT","7034"
"collect_hu2126","2023-08-29 14:29:53+00:00","Collect Goods","EVENT","7035"
"load_truck_hu2108","2023-08-29 14:29:53+00:00","Load Truck","EVENT","7036"
"collect_hu2119","2023-08-29 14:33:48+00:00","Collect Goods","EVENT","7037"
"collect_hu2102","2023-08-29 14:35:27+00:00","Collect Goods","EVENT","7038"
"load_truck_hu2119","2023-08-29 14:35:27+00:00","Load Truck","EVENT","7039"
"collect_hu2114","2023-08-29 14:37:05+00:00","Collect Goods","EVENT","7040"
"load_truck_hu2102","2023-08-29 14:37:05+00:00","Load Truck","EVENT","7041"
"book_vehs_td123","2023-08-29 14:43:35+00:00","Book Vehicles","EVENT","7042"
"collect_hu2122","2023-08-29 14:53:21+00:00","Collect Goods","EVENT","7043"
"load_truck_hu2114","2023-08-29 14:53:21+00:00","Load Truck","EVENT","7044"
"collect_hu2106","2023-08-29 14:55:27+00:00","Collect Goods","EVENT","7045"
"load_truck_hu2122","2023-08-29 14:55:27+00:00","Load Truck","EVENT","7046"
"collect_hu2125","2023-08-29 14:56:54+00:00","Collect Goods","EVENT","7047"
"load_truck_hu2106","2023-08-29 14:56:54+00:00","Load Truck","EVENT","7048"
"to_bay_cr303","2023-08-29 15:02:49+00:00","Bring to Loading Bay","EVENT","7049"
"resch_cr_cr303","2023-08-29 15:10:19+00:00","Reschedule Container","EVENT","7050"
"load_truck_hu2128","2023-08-29 15:31:00+00:00","Load Truck","EVENT","7051"
"load_truck_hu2127","2023-08-29 15:47:33+00:00","Load Truck","EVENT","7052"
"collect_hu2109","2023-08-29 16:32:23+00:00","Collect Goods","EVENT","7053"
"load_truck_hu2125","2023-08-29 16:32:23+00:00","Load Truck","EVENT","7054"
"pick_cr423","2023-08-29 17:03:19+00:00","Pick Up Empty Container","EVENT","7055"
"drive_term_cr382","2023-08-29 17:03:19+00:00","Drive to Terminal","EVENT","7056"
"reg_co133","2023-08-29 17:08:06+00:00","Register Customer Order","EVENT","7057"
"load_truck_hu2126","2023-08-29 17:18:17+00:00","Load Truck","EVENT","7058"
"weigh_cr382","2023-08-30 05:07:42+00:00","Weigh","EVENT","7059"
"stock_cr382","2023-08-30 05:10:34+00:00","Place in Stock","EVENT","7060"
"collect_hu2115","2023-08-30 05:34:55+00:00","Collect Goods","EVENT","7061"
"load_truck_hu2109","2023-08-30 05:34:55+00:00","Load Truck","EVENT","7062"
"collect_hu2134","2023-08-30 05:38:51+00:00","Collect Goods","EVENT","7063"
"load_truck_hu2115","2023-08-30 05:38:51+00:00","Load Truck","EVENT","7064"
"collect_hu2101","2023-08-30 05:42:32+00:00","Collect Goods","EVENT","7065"
"collect_hu2117","2023-08-30 05:55:24+00:00","Collect Goods","EVENT","7066"
"load_truck_hu2101","2023-08-30 05:55:24+00:00","Load Truck","EVENT","7067"
"load_truck_hu2134","2023-08-30 06:24:26+00:00","Load Truck","EVENT","7068"
"pick_cr403","2023-08-30 06:47:09+00:00","Pick Up Empty Container","EVENT","7069"
"drive_term_cr351","2023-08-30 06:47:09+00:00","Drive to Terminal","EVENT","7070"
"weigh_cr351","2023-08-30 06:55:44+00:00","Weigh","EVENT","7071"
"collect_hu2135","2023-08-30 07:05:30+00:00","Collect Goods","EVENT","7072"
"load_truck_hu2117","2023-08-30 07:05:30+00:00","Load Truck","EVENT","7073"
"collect_hu2140","2023-08-30 07:07:26+00:00","Collect Goods","EVENT","7074"
"load_truck_hu2135","2023-08-30 07:07:26+00:00","Load Truck","EVENT","7075"
"collect_hu2129","2023-08-30 07:09:13+00:00","Collect Goods","EVENT","7076"
"collect_hu2142","2023-08-30 07:10:50+00:00","Collect Goods","EVENT","7077"
"load_truck_hu2129","2023-08-30 07:10:50+00:00","Load Truck","EVENT","7078"
"collect_hu2138","2023-08-30 07:19:53+00:00","Collect Goods","EVENT","7079"
"pick_cr425","2023-08-30 07:21:51+00:00","Pick Up Empty Container","EVENT","7080"
"drive_term_cr419","2023-08-30 07:21:51+00:00","Drive to Terminal","EVENT","7081"
"collect_hu2116","2023-08-30 07:22:58+00:00","Collect Goods","EVENT","7082"
"collect_hu2146","2023-08-30 07:29:52+00:00","Collect Goods","EVENT","7083"
"load_truck_hu2116","2023-08-30 07:29:52+00:00","Load Truck","EVENT","7084"
"collect_hu2144","2023-08-30 07:31:46+00:00","Collect Goods","EVENT","7085"
"weigh_cr419","2023-08-30 07:31:53+00:00","Weigh","EVENT","7086"
"stock_cr419","2023-08-30 07:37:35+00:00","Place in Stock","EVENT","7087"
"collect_hu2136","2023-08-30 07:45:03+00:00","Collect Goods","EVENT","7088"
"collect_hu2148","2023-08-30 07:46:43+00:00","Collect Goods","EVENT","7089"
"load_truck_hu2136","2023-08-30 07:46:43+00:00","Load Truck","EVENT","7090"
"collect_hu2143","2023-08-30 07:49:19+00:00","Collect Goods","EVENT","7091"
"pick_cr410","2023-08-30 07:51:53+00:00","Pick Up Empty Container","EVENT","7092"
"drive_term_cr411","2023-08-30 07:51:53+00:00","Drive to Terminal","EVENT","7093"
"weigh_cr411","2023-08-30 07:53:02+00:00","Weigh","EVENT","7094"
"to_bay_cr411","2023-08-30 07:55:48+00:00","Bring to Loading Bay","EVENT","7095"
"to_bay_cr351","2023-08-30 07:56:27+00:00","Bring to Loading Bay","EVENT","7096"
"resch_cr_cr411","2023-08-30 07:57:29+00:00","Reschedule Container","EVENT","7097"
"collect_hu2149","2023-08-30 07:59:50+00:00","Collect Goods","EVENT","7098"
"load_truck_hu2142","2023-08-30 08:21:12+00:00","Load Truck","EVENT","7099"
"load_truck_hu2140","2023-08-30 08:26:57+00:00","Load Truck","EVENT","7100"
"load_truck_hu2138","2023-08-30 08:33:03+00:00","Load Truck","EVENT","7101"
"collect_hu2154","2023-08-30 09:05:04+00:00","Collect Goods","EVENT","7102"
"resch_cr_cr351","2023-08-30 09:07:32+00:00","Reschedule Container","EVENT","7103"
"collect_hu2150","2023-08-30 09:12:10+00:00","Collect Goods","EVENT","7104"
"collect_hu2130","2023-08-30 09:21:58+00:00","Collect Goods","EVENT","7105"
"collect_hu2139","2023-08-30 09:23:21+00:00","Collect Goods","EVENT","7106"
"load_truck_hu2130","2023-08-30 09:23:21+00:00","Load Truck","EVENT","7107"
"load_truck_hu2150","2023-08-30 09:24:21+00:00","Load Truck","EVENT","7108"
"collect_hu2133","2023-08-30 09:24:34+00:00","Collect Goods","EVENT","7109"
"load_truck_hu2139","2023-08-30 09:24:34+00:00","Load Truck","EVENT","7110"
"collect_hu2131","2023-08-30 09:29:45+00:00","Collect Goods","EVENT","7111"
"load_truck_hu2133","2023-08-30 09:29:45+00:00","Load Truck","EVENT","7112"
"load_truck_hu2149","2023-08-30 09:31:20+00:00","Load Truck","EVENT","7113"
"load_truck_hu2154","2023-08-30 09:36:07+00:00","Load Truck","EVENT","7114"
"collect_hu2153","2023-08-30 09:37:13+00:00","Collect Goods","EVENT","7115"
