"source_ID","source_EntityType","qual","target_ID","target_EntityType","EntityType","ID",":LABEL","id:ID"
"cr564","Container","CR for TD","td160","Transport Document","(Container,Transport Document)","(cr564,td160)","ENTITY","226475"
"cr545","Container","CR contains HU","hu2924","Handling Unit","(Container,Handling Unit)","(cr545,hu2924)","ENTITY","226476"
"cr545","Container","CR contains HU","hu2925","Handling Unit","(Container,Handling Unit)","(cr545,hu2925)","ENTITY","226477"
"cr545","Container","CR contains HU","hu2926","Handling Unit","(Container,Handling Unit)","(cr545,hu2926)","ENTITY","226478"
"cr545","Container","CR contains HU","hu2927","Handling Unit","(Container,Handling Unit)","(cr545,hu2927)","ENTITY","226479"
"cr545","Container","CR contains HU","hu2928","Handling Unit","(Container,Handling Unit)","(cr545,hu2928)","ENTITY","226480"
"cr545","Container","CR contains HU","hu2929","Handling Unit","(Container,Handling Unit)","(cr545,hu2929)","ENTITY","226481"
"cr545","Container","CR for TD","td154","Transport Document","(Container,Transport Document)","(cr545,td154)","ENTITY","226482"
"cr510","Container","CR contains HU","hu2930","Handling Unit","(Container,Handling Unit)","(cr510,hu2930)","ENTITY","226483"
"cr510","Container","CR contains HU","hu2931","Handling Unit","(Container,Handling Unit)","(cr510,hu2931)","ENTITY","226484"
"cr510","Container","CR contains HU","hu2932","Handling Unit","(Container,Handling Unit)","(cr510,hu2932)","ENTITY","226485"
"cr510","Container","CR contains HU","hu2933","Handling Unit","(Container,Handling Unit)","(cr510,hu2933)","ENTITY","226486"
"cr510","Container","CR contains HU","hu2934","Handling Unit","(Container,Handling Unit)","(cr510,hu2934)","ENTITY","226487"
"cr510","Container","CR contains HU","hu2935","Handling Unit","(Container,Handling Unit)","(cr510,hu2935)","ENTITY","226488"
"cr510","Container","CR for TD","td142","Transport Document","(Container,Transport Document)","(cr510,td142)","ENTITY","226489"
"cr567","Container","CR contains HU","hu2936","Handling Unit","(Container,Handling Unit)","(cr567,hu2936)","ENTITY","226490"
"cr567","Container","CR contains HU","hu2937","Handling Unit","(Container,Handling Unit)","(cr567,hu2937)","ENTITY","226491"
"cr567","Container","CR contains HU","hu2938","Handling Unit","(Container,Handling Unit)","(cr567,hu2938)","ENTITY","226492"
"cr567","Container","CR contains HU","hu2939","Handling Unit","(Container,Handling Unit)","(cr567,hu2939)","ENTITY","226493"
"cr567","Container","CR contains HU","hu2940","Handling Unit","(Container,Handling Unit)","(cr567,hu2940)","ENTITY","226494"
"cr567","Container","CR contains HU","hu2941","Handling Unit","(Container,Handling Unit)","(cr567,hu2941)","ENTITY","226495"
"cr567","Container","CR for TD","td161","Transport Document","(Container,Transport Document)","(cr567,td161)","ENTITY","226496"
"cr574","Container","CR contains HU","hu2942","Handling Unit","(Container,Handling Unit)","(cr574,hu2942)","ENTITY","226497"
"cr574","Container","CR contains HU","hu2943","Handling Unit","(Container,Handling Unit)","(cr574,hu2943)","ENTITY","226498"
"cr574","Container","CR contains HU","hu2944","Handling Unit","(Container,Handling Unit)","(cr574,hu2944)","ENTITY","226499"
"cr574","Container","CR contains HU","hu2945","Handling Unit","(Container,Handling Unit)","(cr574,hu2945)","ENTITY","226500"
"cr574","Container","CR contains HU","hu2946","Handling Unit","(Container,Handling Unit)","(cr574,hu2946)","ENTITY","226501"
"cr574","Container","CR contains HU","hu2947","Handling Unit","(Container,Handling Unit)","(cr574,hu2947)","ENTITY","226502"
"cr574","Container","CR for TD","td162","Transport Document","(Container,Transport Document)","(cr574,td162)","ENTITY","226503"
"cr577","Container","CR contains HU","hu2948","Handling Unit","(Container,Handling Unit)","(cr577,hu2948)","ENTITY","226504"
"cr577","Container","CR contains HU","hu2949","Handling Unit","(Container,Handling Unit)","(cr577,hu2949)","ENTITY","226505"
"cr577","Container","CR contains HU","hu2950","Handling Unit","(Container,Handling Unit)","(cr577,hu2950)","ENTITY","226506"
"cr577","Container","CR contains HU","hu2951","Handling Unit","(Container,Handling Unit)","(cr577,hu2951)","ENTITY","226507"
"cr577","Container","CR contains HU","hu2952","Handling Unit","(Container,Handling Unit)","(cr577,hu2952)","ENTITY","226508"
"cr577","Container","CR for TD","td163","Transport Document","(Container,Transport Document)","(cr577,td163)","ENTITY","226509"
"cr575","Container","CR contains HU","hu2953","Handling Unit","(Container,Handling Unit)","(cr575,hu2953)","ENTITY","226510"
"cr575","Container","CR contains HU","hu2954","Handling Unit","(Container,Handling Unit)","(cr575,hu2954)","ENTITY","226511"
"cr575","Container","CR for TD","td162","Transport Document","(Container,Transport Document)","(cr575,td162)","ENTITY","226512"
"cr529","Container","CR contains HU","hu2955","Handling Unit","(Container,Handling Unit)","(cr529,hu2955)","ENTITY","226513"
"cr529","Container","CR contains HU","hu2956","Handling Unit","(Container,Handling Unit)","(cr529,hu2956)","ENTITY","226514"
"cr529","Container","CR contains HU","hu2957","Handling Unit","(Container,Handling Unit)","(cr529,hu2957)","ENTITY","226515"
"cr529","Container","CR contains HU","hu2958","Handling Unit","(Container,Handling Unit)","(cr529,hu2958)","ENTITY","226516"
"cr529","Container","CR contains HU","hu2959","Handling Unit","(Container,Handling Unit)","(cr529,hu2959)","ENTITY","226517"
"cr529","Container","CR contains HU","hu2960","Handling Unit","(Container,Handling Unit)","(cr529,hu2960)","ENTITY","226518"
"cr529","Container","CR for TD","td149","Transport Document","(Container,Transport Document)","(cr529,td149)","ENTITY","226519"
"cr568","Container","CR contains HU","hu2961","Handling Unit","(Container,Handling Unit)","(cr568,hu2961)","ENTITY","226520"
"cr568","Container","CR contains HU","hu2962","Handling Unit","(Container,Handling Unit)","(cr568,hu2962)","ENTITY","226521"
"cr568","Container","CR contains HU","hu2963","Handling Unit","(Container,Handling Unit)","(cr568,hu2963)","ENTITY","226522"
"cr568","Container","CR contains HU","hu2964","Handling Unit","(Container,Handling Unit)","(cr568,hu2964)","ENTITY","226523"
"cr568","Container","CR contains HU","hu2965","Handling Unit","(Container,Handling Unit)","(cr568,hu2965)","ENTITY","226524"
"cr568","Container","CR contains HU","hu2966","Handling Unit","(Container,Handling Unit)","(cr568,hu2966)","ENTITY","226525"
"cr568","Container","CR for TD","td161","Transport Document","(Container,Transport Document)","(cr568,td161)","ENTITY","226526"
"cr549","Container","CR contains HU","hu2967","Handling Unit","(Container,Handling Unit)","(cr549,hu2967)","ENTITY","226527"
"cr549","Container","CR contains HU","hu2968","Handling Unit","(Container,Handling Unit)","(cr549,hu2968)","ENTITY","226528"
"cr549","Container","CR contains HU","hu2969","Handling Unit","(Container,Handling Unit)","(cr549,hu2969)","ENTITY","226529"
"cr549","Container","CR contains HU","hu2970","Handling Unit","(Container,Handling Unit)","(cr549,hu2970)","ENTITY","226530"
"cr549","Container","CR contains HU","hu2971","Handling Unit","(Container,Handling Unit)","(cr549,hu2971)","ENTITY","226531"
"cr549","Container","CR contains HU","hu2972","Handling Unit","(Container,Handling Unit)","(cr549,hu2972)","ENTITY","226532"
"cr549","Container","CR for TD","td155","Transport Document","(Container,Transport Document)","(cr549,td155)","ENTITY","226533"
"cr566","Container","CR contains HU","hu2973","Handling Unit","(Container,Handling Unit)","(cr566,hu2973)","ENTITY","226534"
"cr566","Container","CR contains HU","hu2974","Handling Unit","(Container,Handling Unit)","(cr566,hu2974)","ENTITY","226535"
"cr566","Container","CR contains HU","hu2975","Handling Unit","(Container,Handling Unit)","(cr566,hu2975)","ENTITY","226536"
"cr566","Container","CR contains HU","hu2976","Handling Unit","(Container,Handling Unit)","(cr566,hu2976)","ENTITY","226537"
"cr566","Container","CR contains HU","hu2977","Handling Unit","(Container,Handling Unit)","(cr566,hu2977)","ENTITY","226538"
"cr566","Container","CR contains HU","hu2978","Handling Unit","(Container,Handling Unit)","(cr566,hu2978)","ENTITY","226539"
"cr566","Container","CR for TD","td160","Transport Document","(Container,Transport Document)","(cr566,td160)","ENTITY","226540"
"cr576","Container","CR contains HU","hu2979","Handling Unit","(Container,Handling Unit)","(cr576,hu2979)","ENTITY","226541"
"cr576","Container","CR contains HU","hu2980","Handling Unit","(Container,Handling Unit)","(cr576,hu2980)","ENTITY","226542"
"cr576","Container","CR contains HU","hu2981","Handling Unit","(Container,Handling Unit)","(cr576,hu2981)","ENTITY","226543"
"cr576","Container","CR contains HU","hu2982","Handling Unit","(Container,Handling Unit)","(cr576,hu2982)","ENTITY","226544"
"cr576","Container","CR contains HU","hu2983","Handling Unit","(Container,Handling Unit)","(cr576,hu2983)","ENTITY","226545"
"cr576","Container","CR contains HU","hu2984","Handling Unit","(Container,Handling Unit)","(cr576,hu2984)","ENTITY","226546"
"cr576","Container","CR for TD","td163","Transport Document","(Container,Transport Document)","(cr576,td163)","ENTITY","226547"
"cr557","Container","CR contains HU","hu2985","Handling Unit","(Container,Handling Unit)","(cr557,hu2985)","ENTITY","226548"
"cr557","Container","CR contains HU","hu2986","Handling Unit","(Container,Handling Unit)","(cr557,hu2986)","ENTITY","226549"
"cr557","Container","CR contains HU","hu2987","Handling Unit","(Container,Handling Unit)","(cr557,hu2987)","ENTITY","226550"
"cr557","Container","CR contains HU","hu2988","Handling Unit","(Container,Handling Unit)","(cr557,hu2988)","ENTITY","226551"
"cr557","Container","CR contains HU","hu2989","Handling Unit","(Container,Handling Unit)","(cr557,hu2989)","ENTITY","226552"
"cr557","Container","CR contains HU","hu2990","Handling Unit","(Container,Handling Unit)","(cr557,hu2990)","ENTITY","226553"
"cr557","Container","CR for TD","td158","Transport Document","(Container,Transport Document)","(cr557,td158)","ENTITY","226554"
"cr562","Container","CR contains HU","hu2991","Handling Unit","(Container,Handling Unit)","(cr562,hu2991)","ENTITY","226555"
"cr562","Container","CR for TD","td159","Transport Document","(Container,Transport Document)","(cr562,td159)","ENTITY","226556"
"cr569","Container","CR contains HU","hu2992","Handling Unit","(Container,Handling Unit)","(cr569,hu2992)","ENTITY","226557"
"cr569","Container","CR contains HU","hu2993","Handling Unit","(Container,Handling Unit)","(cr569,hu2993)","ENTITY","226558"
"cr569","Container","CR contains HU","hu2994","Handling Unit","(Container,Handling Unit)","(cr569,hu2994)","ENTITY","226559"
"cr569","Container","CR contains HU","hu2995","Handling Unit","(Container,Handling Unit)","(cr569,hu2995)","ENTITY","226560"
"cr569","Container","CR contains HU","hu2996","Handling Unit","(Container,Handling Unit)","(cr569,hu2996)","ENTITY","226561"
"cr569","Container","CR contains HU","hu2997","Handling Unit","(Container,Handling Unit)","(cr569,hu2997)","ENTITY","226562"
"cr569","Container","CR for TD","td161","Transport Document","(Container,Transport Document)","(cr569,td161)","ENTITY","226563"
"cr555","Container","CR contains HU","hu2998","Handling Unit","(Container,Handling Unit)","(cr555,hu2998)","ENTITY","226564"
"cr555","Container","CR contains HU","hu2999","Handling Unit","(Container,Handling Unit)","(cr555,hu2999)","ENTITY","226565"
"cr555","Container","CR contains HU","hu3000","Handling Unit","(Container,Handling Unit)","(cr555,hu3000)","ENTITY","226566"
"cr555","Container","CR contains HU","hu3001","Handling Unit","(Container,Handling Unit)","(cr555,hu3001)","ENTITY","226567"
"cr555","Container","CR contains HU","hu3002","Handling Unit","(Container,Handling Unit)","(cr555,hu3002)","ENTITY","226568"
"cr555","Container","CR contains HU","hu3003","Handling Unit","(Container,Handling Unit)","(cr555,hu3003)","ENTITY","226569"
"cr555","Container","CR for TD","td157","Transport Document","(Container,Transport Document)","(cr555,td157)","ENTITY","226570"
"cr565","Container","CR contains HU","hu3004","Handling Unit","(Container,Handling Unit)","(cr565,hu3004)","ENTITY","226571"
"cr565","Container","CR contains HU","hu3005","Handling Unit","(Container,Handling Unit)","(cr565,hu3005)","ENTITY","226572"
"cr565","Container","CR contains HU","hu3006","Handling Unit","(Container,Handling Unit)","(cr565,hu3006)","ENTITY","226573"
"cr565","Container","CR contains HU","hu3007","Handling Unit","(Container,Handling Unit)","(cr565,hu3007)","ENTITY","226574"
"cr565","Container","CR contains HU","hu3008","Handling Unit","(Container,Handling Unit)","(cr565,hu3008)","ENTITY","226575"
"cr565","Container","CR contains HU","hu3009","Handling Unit","(Container,Handling Unit)","(cr565,hu3009)","ENTITY","226576"
"cr565","Container","CR for TD","td160","Transport Document","(Container,Transport Document)","(cr565,td160)","ENTITY","226577"
"cr563","Container","CR contains HU","hu3010","Handling Unit","(Container,Handling Unit)","(cr563,hu3010)","ENTITY","226578"
"cr563","Container","CR contains HU","hu3011","Handling Unit","(Container,Handling Unit)","(cr563,hu3011)","ENTITY","226579"
"cr563","Container","CR contains HU","hu3012","Handling Unit","(Container,Handling Unit)","(cr563,hu3012)","ENTITY","226580"
"cr563","Container","CR contains HU","hu3013","Handling Unit","(Container,Handling Unit)","(cr563,hu3013)","ENTITY","226581"
"cr563","Container","CR contains HU","hu3014","Handling Unit","(Container,Handling Unit)","(cr563,hu3014)","ENTITY","226582"
"cr563","Container","CR contains HU","hu3015","Handling Unit","(Container,Handling Unit)","(cr563,hu3015)","ENTITY","226583"
"cr563","Container","CR for TD","td160","Transport Document","(Container,Transport Document)","(cr563,td160)","ENTITY","226584"
"cr581","Container","CR contains HU","hu3016","Handling Unit","(Container,Handling Unit)","(cr581,hu3016)","ENTITY","226585"
"cr581","Container","CR contains HU","hu3017","Handling Unit","(Container,Handling Unit)","(cr581,hu3017)","ENTITY","226586"
"cr581","Container","CR for TD","td165","Transport Document","(Container,Transport Document)","(cr581,td165)","ENTITY","226587"
"cr573","Container","CR contains HU","hu3018","Handling Unit","(Container,Handling Unit)","(cr573,hu3018)","ENTITY","226588"
"cr573","Container","CR contains HU","hu3019","Handling Unit","(Container,Handling Unit)","(cr573,hu3019)","ENTITY","226589"
"cr573","Container","CR contains HU","hu3020","Handling Unit","(Container,Handling Unit)","(cr573,hu3020)","ENTITY","226590"
"cr573","Container","CR contains HU","hu3021","Handling Unit","(Container,Handling Unit)","(cr573,hu3021)","ENTITY","226591"
"cr573","Container","CR contains HU","hu3022","Handling Unit","(Container,Handling Unit)","(cr573,hu3022)","ENTITY","226592"
"cr573","Container","CR contains HU","hu3023","Handling Unit","(Container,Handling Unit)","(cr573,hu3023)","ENTITY","226593"
"cr573","Container","CR for TD","td162","Transport Document","(Container,Transport Document)","(cr573,td162)","ENTITY","226594"
"cr560","Container","CR contains HU","hu3024","Handling Unit","(Container,Handling Unit)","(cr560,hu3024)","ENTITY","226595"
"cr560","Container","CR contains HU","hu3025","Handling Unit","(Container,Handling Unit)","(cr560,hu3025)","ENTITY","226596"
"cr560","Container","CR contains HU","hu3026","Handling Unit","(Container,Handling Unit)","(cr560,hu3026)","ENTITY","226597"
"cr560","Container","CR contains HU","hu3027","Handling Unit","(Container,Handling Unit)","(cr560,hu3027)","ENTITY","226598"
"cr560","Container","CR contains HU","hu3028","Handling Unit","(Container,Handling Unit)","(cr560,hu3028)","ENTITY","226599"
"cr560","Container","CR contains HU","hu3029","Handling Unit","(Container,Handling Unit)","(cr560,hu3029)","ENTITY","226600"
"cr560","Container","CR for TD","td158","Transport Document","(Container,Transport Document)","(cr560,td158)","ENTITY","226601"
"cr571","Container","CR contains HU","hu3030","Handling Unit","(Container,Handling Unit)","(cr571,hu3030)","ENTITY","226602"
"cr571","Container","CR contains HU","hu3031","Handling Unit","(Container,Handling Unit)","(cr571,hu3031)","ENTITY","226603"
"cr571","Container","CR contains HU","hu3032","Handling Unit","(Container,Handling Unit)","(cr571,hu3032)","ENTITY","226604"
"cr571","Container","CR contains HU","hu3033","Handling Unit","(Container,Handling Unit)","(cr571,hu3033)","ENTITY","226605"
"cr571","Container","CR contains HU","hu3034","Handling Unit","(Container,Handling Unit)","(cr571,hu3034)","ENTITY","226606"
"cr571","Container","CR contains HU","hu3035","Handling Unit","(Container,Handling Unit)","(cr571,hu3035)","ENTITY","226607"
"cr571","Container","CR for TD","td162","Transport Document","(Container,Transport Document)","(cr571,td162)","ENTITY","226608"
"cr583","Container","CR contains HU","hu3036","Handling Unit","(Container,Handling Unit)","(cr583,hu3036)","ENTITY","226609"
"cr583","Container","CR contains HU","hu3037","Handling Unit","(Container,Handling Unit)","(cr583,hu3037)","ENTITY","226610"
"cr583","Container","CR contains HU","hu3038","Handling Unit","(Container,Handling Unit)","(cr583,hu3038)","ENTITY","226611"
"cr583","Container","CR contains HU","hu3039","Handling Unit","(Container,Handling Unit)","(cr583,hu3039)","ENTITY","226612"
"cr583","Container","CR contains HU","hu3040","Handling Unit","(Container,Handling Unit)","(cr583,hu3040)","ENTITY","226613"
"cr583","Container","CR contains HU","hu3041","Handling Unit","(Container,Handling Unit)","(cr583,hu3041)","ENTITY","226614"
"cr583","Container","CR for TD","td166","Transport Document","(Container,Transport Document)","(cr583,td166)","ENTITY","226615"
"cr582","Container","CR contains HU","hu3042","Handling Unit","(Container,Handling Unit)","(cr582,hu3042)","ENTITY","226616"
"cr582","Container","CR contains HU","hu3043","Handling Unit","(Container,Handling Unit)","(cr582,hu3043)","ENTITY","226617"
"cr582","Container","CR contains HU","hu3044","Handling Unit","(Container,Handling Unit)","(cr582,hu3044)","ENTITY","226618"
"cr582","Container","CR contains HU","hu3045","Handling Unit","(Container,Handling Unit)","(cr582,hu3045)","ENTITY","226619"
"cr582","Container","CR contains HU","hu3046","Handling Unit","(Container,Handling Unit)","(cr582,hu3046)","ENTITY","226620"
"cr582","Container","CR contains HU","hu3047","Handling Unit","(Container,Handling Unit)","(cr582,hu3047)","ENTITY","226621"
"cr582","Container","CR for TD","td166","Transport Document","(Container,Transport Document)","(cr582,td166)","ENTITY","226622"
"cr584","Container","CR contains HU","hu3048","Handling Unit","(Container,Handling Unit)","(cr584,hu3048)","ENTITY","226623"
"cr584","Container","CR contains HU","hu3049","Handling Unit","(Container,Handling Unit)","(cr584,hu3049)","ENTITY","226624"
"cr584","Container","CR contains HU","hu3050","Handling Unit","(Container,Handling Unit)","(cr584,hu3050)","ENTITY","226625"
"cr584","Container","CR contains HU","hu3051","Handling Unit","(Container,Handling Unit)","(cr584,hu3051)","ENTITY","226626"
"cr584","Container","CR contains HU","hu3052","Handling Unit","(Container,Handling Unit)","(cr584,hu3052)","ENTITY","226627"
"cr584","Container","CR contains HU","hu3053","Handling Unit","(Container,Handling Unit)","(cr584,hu3053)","ENTITY","226628"
"cr584","Container","CR for TD","td166","Transport Document","(Container,Transport Document)","(cr584,td166)","ENTITY","226629"
"cr559","Container","CR contains HU","hu3054","Handling Unit","(Container,Handling Unit)","(cr559,hu3054)","ENTITY","226630"
"cr559","Container","CR contains HU","hu3055","Handling Unit","(Container,Handling Unit)","(cr559,hu3055)","ENTITY","226631"
"cr559","Container","CR contains HU","hu3056","Handling Unit","(Container,Handling Unit)","(cr559,hu3056)","ENTITY","226632"
"cr559","Container","CR contains HU","hu3057","Handling Unit","(Container,Handling Unit)","(cr559,hu3057)","ENTITY","226633"
"cr559","Container","CR contains HU","hu3058","Handling Unit","(Container,Handling Unit)","(cr559,hu3058)","ENTITY","226634"
"cr559","Container","CR contains HU","hu3059","Handling Unit","(Container,Handling Unit)","(cr559,hu3059)","ENTITY","226635"
"cr559","Container","CR for TD","td158","Transport Document","(Container,Transport Document)","(cr559,td158)","ENTITY","226636"
"cr588","Container","CR contains HU","hu3060","Handling Unit","(Container,Handling Unit)","(cr588,hu3060)","ENTITY","226637"
"cr588","Container","CR contains HU","hu3061","Handling Unit","(Container,Handling Unit)","(cr588,hu3061)","ENTITY","226638"
"cr588","Container","CR contains HU","hu3062","Handling Unit","(Container,Handling Unit)","(cr588,hu3062)","ENTITY","226639"
"cr588","Container","CR contains HU","hu3063","Handling Unit","(Container,Handling Unit)","(cr588,hu3063)","ENTITY","226640"
"cr588","Container","CR contains HU","hu3064","Handling Unit","(Container,Handling Unit)","(cr588,hu3064)","ENTITY","226641"
"cr588","Container","CR contains HU","hu3065","Handling Unit","(Container,Handling Unit)","(cr588,hu3065)","ENTITY","226642"
"cr588","Container","CR for TD","td168","Transport Document","(Container,Transport Document)","(cr588,td168)","ENTITY","226643"
"cr551","Container","CR contains HU","hu3066","Handling Unit","(Container,Handling Unit)","(cr551,hu3066)","ENTITY","226644"
"cr551","Container","CR contains HU","hu3067","Handling Unit","(Container,Handling Unit)","(cr551,hu3067)","ENTITY","226645"
"cr551","Container","CR contains HU","hu3068","Handling Unit","(Container,Handling Unit)","(cr551,hu3068)","ENTITY","226646"
"cr551","Container","CR contains HU","hu3069","Handling Unit","(Container,Handling Unit)","(cr551,hu3069)","ENTITY","226647"
"cr551","Container","CR contains HU","hu3070","Handling Unit","(Container,Handling Unit)","(cr551,hu3070)","ENTITY","226648"
"cr551","Container","CR contains HU","hu3071","Handling Unit","(Container,Handling Unit)","(cr551,hu3071)","ENTITY","226649"
"cr551","Container","CR for TD","td155","Transport Document","(Container,Transport Document)","(cr551,td155)","ENTITY","226650"
"cr556","Container","CR contains HU","hu3072","Handling Unit","(Container,Handling Unit)","(cr556,hu3072)","ENTITY","226651"
"cr556","Container","CR contains HU","hu3073","Handling Unit","(Container,Handling Unit)","(cr556,hu3073)","ENTITY","226652"
"cr556","Container","CR for TD","td157","Transport Document","(Container,Transport Document)","(cr556,td157)","ENTITY","226653"
"cr579","Container","CR contains HU","hu3074","Handling Unit","(Container,Handling Unit)","(cr579,hu3074)","ENTITY","226654"
"cr579","Container","CR contains HU","hu3075","Handling Unit","(Container,Handling Unit)","(cr579,hu3075)","ENTITY","226655"
"cr579","Container","CR contains HU","hu3076","Handling Unit","(Container,Handling Unit)","(cr579,hu3076)","ENTITY","226656"
"cr579","Container","CR contains HU","hu3077","Handling Unit","(Container,Handling Unit)","(cr579,hu3077)","ENTITY","226657"
"cr579","Container","CR contains HU","hu3078","Handling Unit","(Container,Handling Unit)","(cr579,hu3078)","ENTITY","226658"
"cr579","Container","CR contains HU","hu3079","Handling Unit","(Container,Handling Unit)","(cr579,hu3079)","ENTITY","226659"
"cr579","Container","CR for TD","td164","Transport Document","(Container,Transport Document)","(cr579,td164)","ENTITY","226660"
"cr580","Container","CR contains HU","hu3080","Handling Unit","(Container,Handling Unit)","(cr580,hu3080)","ENTITY","226661"
"cr580","Container","CR contains HU","hu3081","Handling Unit","(Container,Handling Unit)","(cr580,hu3081)","ENTITY","226662"
"cr580","Container","CR contains HU","hu3082","Handling Unit","(Container,Handling Unit)","(cr580,hu3082)","ENTITY","226663"
"cr580","Container","CR contains HU","hu3083","Handling Unit","(Container,Handling Unit)","(cr580,hu3083)","ENTITY","226664"
"cr580","Container","CR contains HU","hu3084","Handling Unit","(Container,Handling Unit)","(cr580,hu3084)","ENTITY","226665"
"cr580","Container","CR contains HU","hu3085","Handling Unit","(Container,Handling Unit)","(cr580,hu3085)","ENTITY","226666"
"cr580","Container","CR for TD","td165","Transport Document","(Container,Transport Document)","(cr580,td165)","ENTITY","226667"
"cr589","Container","CR contains HU","hu3086","Handling Unit","(Container,Handling Unit)","(cr589,hu3086)","ENTITY","226668"
"cr589","Container","CR contains HU","hu3087","Handling Unit","(Container,Handling Unit)","(cr589,hu3087)","ENTITY","226669"
"cr589","Container","CR for TD","td168","Transport Document","(Container,Transport Document)","(cr589,td168)","ENTITY","226670"
"cr602","Container","CR contains HU","hu3088","Handling Unit","(Container,Handling Unit)","(cr602,hu3088)","ENTITY","226671"
"cr602","Container","CR contains HU","hu3089","Handling Unit","(Container,Handling Unit)","(cr602,hu3089)","ENTITY","226672"
"cr602","Container","CR contains HU","hu3090","Handling Unit","(Container,Handling Unit)","(cr602,hu3090)","ENTITY","226673"
"cr602","Container","CR contains HU","hu3091","Handling Unit","(Container,Handling Unit)","(cr602,hu3091)","ENTITY","226674"
"cr602","Container","CR contains HU","hu3092","Handling Unit","(Container,Handling Unit)","(cr602,hu3092)","ENTITY","226675"
"cr602","Container","CR contains HU","hu3093","Handling Unit","(Container,Handling Unit)","(cr602,hu3093)","ENTITY","226676"
"cr602","Container","CR for TD","td172","Transport Document","(Container,Transport Document)","(cr602,td172)","ENTITY","226677"
"cr597","Container","CR contains HU","hu3094","Handling Unit","(Container,Handling Unit)","(cr597,hu3094)","ENTITY","226678"
"cr597","Container","CR contains HU","hu3095","Handling Unit","(Container,Handling Unit)","(cr597,hu3095)","ENTITY","226679"
"cr597","Container","CR contains HU","hu3096","Handling Unit","(Container,Handling Unit)","(cr597,hu3096)","ENTITY","226680"
"cr597","Container","CR contains HU","hu3097","Handling Unit","(Container,Handling Unit)","(cr597,hu3097)","ENTITY","226681"
"cr597","Container","CR contains HU","hu3098","Handling Unit","(Container,Handling Unit)","(cr597,hu3098)","ENTITY","226682"
"cr597","Container","CR contains HU","hu3099","Handling Unit","(Container,Handling Unit)","(cr597,hu3099)","ENTITY","226683"
"cr597","Container","CR for TD","td171","Transport Document","(Container,Transport Document)","(cr597,td171)","ENTITY","226684"
"cr610","Container","CR contains HU","hu3100","Handling Unit","(Container,Handling Unit)","(cr610,hu3100)","ENTITY","226685"
"cr610","Container","CR contains HU","hu3101","Handling Unit","(Container,Handling Unit)","(cr610,hu3101)","ENTITY","226686"
"cr610","Container","CR contains HU","hu3102","Handling Unit","(Container,Handling Unit)","(cr610,hu3102)","ENTITY","226687"
"cr610","Container","CR contains HU","hu3103","Handling Unit","(Container,Handling Unit)","(cr610,hu3103)","ENTITY","226688"
"cr610","Container","CR contains HU","hu3104","Handling Unit","(Container,Handling Unit)","(cr610,hu3104)","ENTITY","226689"
"cr610","Container","CR contains HU","hu3105","Handling Unit","(Container,Handling Unit)","(cr610,hu3105)","ENTITY","226690"
"cr610","Container","CR for TD","td174","Transport Document","(Container,Transport Document)","(cr610,td174)","ENTITY","226691"
"cr612","Container","CR contains HU","hu3106","Handling Unit","(Container,Handling Unit)","(cr612,hu3106)","ENTITY","226692"
"cr612","Container","CR contains HU","hu3107","Handling Unit","(Container,Handling Unit)","(cr612,hu3107)","ENTITY","226693"
"cr612","Container","CR contains HU","hu3108","Handling Unit","(Container,Handling Unit)","(cr612,hu3108)","ENTITY","226694"
"cr612","Container","CR contains HU","hu3109","Handling Unit","(Container,Handling Unit)","(cr612,hu3109)","ENTITY","226695"
"cr612","Container","CR for TD","td174","Transport Document","(Container,Transport Document)","(cr612,td174)","ENTITY","226696"
"cr595","Container","CR contains HU","hu3110","Handling Unit","(Container,Handling Unit)","(cr595,hu3110)","ENTITY","226697"
"cr595","Container","CR contains HU","hu3111","Handling Unit","(Container,Handling Unit)","(cr595,hu3111)","ENTITY","226698"
"cr595","Container","CR contains HU","hu3112","Handling Unit","(Container,Handling Unit)","(cr595,hu3112)","ENTITY","226699"
"cr595","Container","CR contains HU","hu3113","Handling Unit","(Container,Handling Unit)","(cr595,hu3113)","ENTITY","226700"
"cr595","Container","CR contains HU","hu3114","Handling Unit","(Container,Handling Unit)","(cr595,hu3114)","ENTITY","226701"
"cr595","Container","CR contains HU","hu3115","Handling Unit","(Container,Handling Unit)","(cr595,hu3115)","ENTITY","226702"
"cr595","Container","CR for TD","td170","Transport Document","(Container,Transport Document)","(cr595,td170)","ENTITY","226703"
"cr586","Container","CR contains HU","hu3116","Handling Unit","(Container,Handling Unit)","(cr586,hu3116)","ENTITY","226704"
"cr586","Container","CR contains HU","hu3117","Handling Unit","(Container,Handling Unit)","(cr586,hu3117)","ENTITY","226705"
"cr586","Container","CR contains HU","hu3118","Handling Unit","(Container,Handling Unit)","(cr586,hu3118)","ENTITY","226706"
"cr586","Container","CR contains HU","hu3119","Handling Unit","(Container,Handling Unit)","(cr586,hu3119)","ENTITY","226707"
"cr586","Container","CR contains HU","hu3120","Handling Unit","(Container,Handling Unit)","(cr586,hu3120)","ENTITY","226708"
"cr586","Container","CR contains HU","hu3121","Handling Unit","(Container,Handling Unit)","(cr586,hu3121)","ENTITY","226709"
"cr586","Container","CR for TD","td167","Transport Document","(Container,Transport Document)","(cr586,td167)","ENTITY","226710"
